Entry	Entry name	Status	Protein names	Gene names	Organism	Length
B0BB87	ACPS_CHLTB	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CTLon_0351	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	119
O84102	ACPS_CHLTR	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CT_100	Chlamydia trachomatis (strain D/UW-3/Cx)	119
B0B7F2	ACP_CHLT2	reviewed	Acyl carrier protein (ACP)	acpP CTL0488	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	77
Q3KMC6	ACP_CHLTA	reviewed	Acyl carrier protein (ACP)	acpP CTA_0258	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	77
B0BBL7	ACP_CHLTB	reviewed	Acyl carrier protein (ACP)	acpP CTLon_0484	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	77
O84239	ACP_CHLTR	reviewed	Acyl carrier protein (ACP)	acpP CT_236	Chlamydia trachomatis (strain D/UW-3/Cx)	77
O84367	AK_CHLTR	reviewed	Aspartokinase (EC 2.7.2.4) (Aspartate kinase)	lysC CT_362	Chlamydia trachomatis (strain D/UW-3/Cx)	431
O84217	ALF1_CHLTR	reviewed	Probable fructose-bisphosphate aldolase class 1 (EC 4.1.2.13) (Probable fructose-bisphosphate aldolase class I) (FBP aldolase)	fbaB CT_215	Chlamydia trachomatis (strain D/UW-3/Cx)	348
B0B9F3	AMPA_CHLT2	reviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA CTL0301	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	499
Q3KMX6	AMPA_CHLTA	reviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA CTA_0049	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	499
B0BB32	AMPA_CHLTB	reviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA CTLon_0296	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	499
O84049	AMPA_CHLTR	reviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA CT_045	Chlamydia trachomatis (strain D/UW-3/Cx)	499
O84859	AMPM_CHLTR	reviewed	Methionine aminopeptidase (MAP) (EC 3.4.11.18) (Peptidase M)	map CT_851	Chlamydia trachomatis (strain D/UW-3/Cx)	291
O84080	APBE_CHLTR	reviewed	Thiamine biosynthesis lipoprotein ApbE	apbE CT_077	Chlamydia trachomatis (strain D/UW-3/Cx)	316
B0B7T5	AROA_CHLT2	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA CTL0620	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	440
Q3KLZ0	AROA_CHLTA	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA CTA_0398	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	440
B0BC00	AROA_CHLTB	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA CTLon_0618	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	440
O84371	AROA_CHLTR	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA CT_366	Chlamydia trachomatis (strain D/UW-3/Cx)	440
B0B7T8	AROB_CHLT2	reviewed	3-dehydroquinate synthase (EC 4.2.3.4)	aroB CTL0623	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	373
Q3KLY7	AROB_CHLTA	reviewed	3-dehydroquinate synthase (EC 4.2.3.4)	aroB CTA_0401	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	373
B0BC03	AROB_CHLTB	reviewed	3-dehydroquinate synthase (EC 4.2.3.4)	aroB CTLon_0621	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	373
O84374	AROB_CHLTR	reviewed	3-dehydroquinate synthase (EC 4.2.3.4)	aroB CT_369	Chlamydia trachomatis (strain D/UW-3/Cx)	373
B0B7T7	AROC_CHLT2	reviewed	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC CTL0622	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	357
Q3KLY8	AROC_CHLTA	reviewed	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC CTA_0400	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	357
B0BC02	AROC_CHLTB	reviewed	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC CTLon_0620	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	357
O84373	AROC_CHLTR	reviewed	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC CT_368	Chlamydia trachomatis (strain D/UW-3/Cx)	357
O84375	ARODE_CHLTR	reviewed	Shikimate biosynthesis protein AroDE [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase); Shikimate dehydrogenase (EC 1.1.1.25)]	aroE aroD/E CT_370	Chlamydia trachomatis (strain D/UW-3/Cx)	478
O84372	AROK_CHLTR	reviewed	Shikimate kinase (SK) (EC 2.7.1.71)	aroK CT_367	Chlamydia trachomatis (strain D/UW-3/Cx)	184
O84385	ARTJ_CHLTR	reviewed	Probable ABC transporter arginine-binding protein ArtJ	artJ CT_381	Chlamydia trachomatis (strain D/UW-3/Cx)	257
O84125	BCCP_CHLTR	reviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB CT_123	Chlamydia trachomatis (strain D/UW-3/Cx)	164
O84179	BDBC_CHLTR	reviewed	Probable disulfide formation protein (Disulfide oxidoreductase) (Thiol-disulfide oxidoreductase)	CT_176	Chlamydia trachomatis (strain D/UW-3/Cx)	135
O84457	CDSA_CHLTR	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA CT_451	Chlamydia trachomatis (strain D/UW-3/Cx)	305
B0B9A0	CDUB1_CHLT2	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 CTL0247	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	401
Q3KKG8	CDUB1_CHLTA	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 CTA_0948	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	418
B0BAX9	CDUB1_CHLTB	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 CTLon_0243	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	403
C4PQR0	CDUB1_CHLTJ	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 JALI_8791	Chlamydia trachomatis serovar B (strain Jali20/OT)	418
O84876	CDUB1_CHLTR	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 CT_868	Chlamydia trachomatis (strain D/UW-3/Cx)	418
D3UTF4	CDUB1_CHLTS	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 SW2_8841	Chlamydia trachomatis serovar E (strain Sweden2)	418
C4PLJ5	CDUB1_CHLTZ	reviewed	Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)	cdu1 CTB_8791	Chlamydia trachomatis serovar B (strain TZ1A828/OT)	418
B0B999	CDUB2_CHLT2	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 CTL0246	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	339
Q3KKG9	CDUB2_CHLTA	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 CTA_0947	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	339
B0BAX8	CDUB2_CHLTB	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 CTLon_0242	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	339
C4PQQ9	CDUB2_CHLTJ	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 JALI_8781	Chlamydia trachomatis serovar B (strain Jali20/OT)	339
O84875	CDUB2_CHLTR	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 CT_867	Chlamydia trachomatis (strain D/UW-3/Cx)	339
D3UTF3	CDUB2_CHLTS	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 SW2_8831	Chlamydia trachomatis serovar E (strain Sweden2)	339
C4PLJ4	CDUB2_CHLTZ	reviewed	Deubiquitinase and deneddylase Dub2 (ChlaDub2) (EC 3.4.22.-)	cdu2 CTB_8781	Chlamydia trachomatis serovar B (strain TZ1A828/OT)	339
B0B9L9	CH10_CHLT2	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES CTL0366	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	102
Q3KMQ8	CH10_CHLTA	reviewed	10 kDa chaperonin (11.2 kDa stress response protein) (GroES protein) (Heat shock protein 10) (HSP10) (Protein Cpn10)	groS groES hypA CTA_0118	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	102
B0BB98	CH10_CHLTB	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES CTLon_0362	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	102
P0C0Z8	CH10_CHLTR	reviewed	10 kDa chaperonin (11.2 kDa stress response protein) (GroES protein) (Heat shock protein 10) (HSP10) (Protein Cpn10)	groS groES hypA mopB CT_111	Chlamydia trachomatis (strain D/UW-3/Cx)	102
B0B9L8	CH60_CHLT2	reviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL CTL0365	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	544
Q3KMQ9	CH60_CHLTA	reviewed	60 kDa chaperonin (57 kDa chlamydial hypersensitivity antigen) (GroEL protein) (Heat shock protein 60) (HSP60) (Protein Cpn60)	groL groEL groEL_1 hypB CTA_0117	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	544
B0BB97	CH60_CHLTB	reviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL CTLon_0361	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	544
P0C0Z7	CH60_CHLTR	reviewed	60 kDa chaperonin (57 kDa chlamydial hypersensitivity antigen) (GroEL protein) (Heat shock protein 60) (HSP60) (Protein Cpn60)	groL groEL hypB mopA CT_110	Chlamydia trachomatis (strain D/UW-3/Cx)	544
O84115	CLPB_CHLTR	reviewed	Chaperone protein ClpB	clpB CT_113	Chlamydia trachomatis (strain D/UW-3/Cx)	867
O84288	CLPC_CHLTR	reviewed	Probable ATP-dependent Clp protease ATP-binding subunit	clpC CT_286	Chlamydia trachomatis (strain D/UW-3/Cx)	854
B0B803	CLPP1_CHLT2	reviewed	ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)	clpP1 CTL0690	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	192
Q3KLR9	CLPP1_CHLTA	reviewed	ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)	clpP1 CTA_0471	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	192
P38002	CLPP1_CHLTR	reviewed	ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)	clpP1 CT_431	Chlamydia trachomatis (strain D/UW-3/Cx)	192
Q3KKY8	CLPP2_CHLTA	reviewed	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	clpP2 CTA_0767	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	203
O84712	CLPP2_CHLTR	reviewed	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	clpP2 CT_706	Chlamydia trachomatis (strain D/UW-3/Cx)	203
B0B8T1	CLPX_CHLT2	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX CTL0074	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	419
Q3KKY9	CLPX_CHLTA	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX CTA_0766	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	419
B0BAG0	CLPX_CHLTB	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX CTLon_0074	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	419
O84711	CLPX_CHLTR	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX CT_705	Chlamydia trachomatis (strain D/UW-3/Cx)	419
Q3KLK5	COAE_CHLTA	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE CTA_0539	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	202
O84499	COAE_CHLTR	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE CT_492	Chlamydia trachomatis (strain D/UW-3/Cx)	202
O84693	CSD_CHLTR	reviewed	Probable cysteine desulfurase (EC 2.8.1.7)	csd CT_687	Chlamydia trachomatis (strain D/UW-3/Cx)	401
B0B7W0	DAPAT_CHLT2	reviewed	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL CTL0646	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	394
Q3KLW3	DAPAT_CHLTA	reviewed	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL CTA_0425	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	394
B0BC25	DAPAT_CHLTB	reviewed	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL CTLon_0643	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	394
O84395	DAPAT_CHLTR	reviewed	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL aspC CT_390	Chlamydia trachomatis (strain D/UW-3/Cx)	394
Q3KLZ5	DAPA_CHLTA	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA CTA_0393	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	286
O84366	DAPA_CHLTR	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA CT_361	Chlamydia trachomatis (strain D/UW-3/Cx)	286
Q3KLZ2	DAPB_CHLTA	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB CTA_0396	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	253
O84369	DAPB_CHLTR	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB CT_364	Chlamydia trachomatis (strain D/UW-3/Cx)	246
B0B802	DAPF_CHLT2	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF CTL0689	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	275
Q3KLS0	DAPF_CHLTA	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF CTA_0470	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	275
B0BC67	DAPF_CHLTB	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF CTLon_0685	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	275
O84437	DAPF_CHLTR	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF CT_430	Chlamydia trachomatis (strain D/UW-3/Cx)	275
P64386	DBH_CHLTR	reviewed	Probable DNA-binding protein HU	hup CT_267	Chlamydia trachomatis (strain D/UW-3/Cx)	100
B0B9E6	DCD_CHLT2	reviewed	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	dcd CTL0294	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	190
Q3KMY3	DCD_CHLTA	reviewed	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	dcd CTA_0042	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	190
B0BB25	DCD_CHLTB	reviewed	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	dcd CTLon_0289	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	190
O84042	DCD_CHLTR	reviewed	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	dcd CT_039	Chlamydia trachomatis (strain D/UW-3/Cx)	190
B0B8X3	DCUP_CHLT2	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE CTL0116	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	336
Q3KKU6	DCUP_CHLTA	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE CTA_0813	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	336
B0BAK2	DCUP_CHLTB	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE CTLon_0116	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	336
O84752	DCUP_CHLTR	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE CT_747	Chlamydia trachomatis (strain D/UW-3/Cx)	336
B0B7S2	DEF_CHLT2	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def CTL0607	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	181
Q3KM05	DEF_CHLTA	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def CTA_0382	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	181
B0BBY7	DEF_CHLTB	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def CTLon_0605	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	181
O84357	DEF_CHLTR	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def CT_353	Chlamydia trachomatis (strain D/UW-3/Cx)	181
P18584	DEGPL_CHLTR	reviewed	Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (59 kDa immunogenic protein) (Protease Do) (SK59)	htrA CT_823	Chlamydia trachomatis (strain D/UW-3/Cx)	497
B0B8S9	DER_CHLT2	reviewed	GTPase Der (GTP-binding protein EngA)	der engA CTL0072	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	490
Q3KKZ1	DER_CHLTA	reviewed	GTPase Der (GTP-binding protein EngA)	der engA CTA_0764	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	490
B0BAF8	DER_CHLTB	reviewed	GTPase Der (GTP-binding protein EngA)	der engA CTLon_0072	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	490
O84709	DER_CHLTR	reviewed	GTPase Der (GTP-binding protein EngA)	der engA CT_703	Chlamydia trachomatis (strain D/UW-3/Cx)	490
O84561	DLDH_CHLTR	reviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of 2-oxoglutarate dehydrogenase complex)	lpdA CT_557	Chlamydia trachomatis (strain D/UW-3/Cx)	465
O84252	DNAA1_CHLTR	reviewed	Chromosomal replication initiator protein DnaA 1	dnaA1 CT_250	Chlamydia trachomatis (strain D/UW-3/Cx)	456
O84277	DNAA2_CHLTR	reviewed	Chromosomal replication initiator protein DnaA 2	dnaA2 CT_275	Chlamydia trachomatis (strain D/UW-3/Cx)	455
B0B7R0	DNAJ_CHLT2	reviewed	Chaperone protein DnaJ	dnaJ CTL0595	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	392
Q3KM17	DNAJ_CHLTA	reviewed	Chaperone protein DnaJ	dnaJ CTA_0370	Chlamydia trachomatis serovar A (strain HAR-13 / ATCC VR-571B)	392
B0BBX5	DNAJ_CHLTB	reviewed	Chaperone protein DnaJ	dnaJ CTLon_0593	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	392
O84345	DNAJ_CHLTR	reviewed	Chaperone protein DnaJ	dnaJ CT_341	Chlamydia trachomatis (strain D/UW-3/Cx)	392
B0B7W6	DNAK_CHLT2	reviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK CTL0652	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	660
