Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q1HQN4	EIF3G_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)	eIF3-S4-1 AAEL006851; eIF3-S4-2 AAEL012661	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	272
Q170C2	EIF3H_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit H (eIF3h)	AAEL007945	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	336
Q16K15	EIF3I_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit I (eIF3i)	AAEL013144	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	326
Q16MK2	EIF3J_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit J (eIF3j)	AAEL012279	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	241
Q177J8	EIF3K_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25)	AAEL006115	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	221
Q16FL6	EIF3L_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit L (eIF3l)	AAEL009617 AAEL014715	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	537
Q17D30	EIF3M_AEDAE	reviewed	Eukaryotic translation initiation factor 3 subunit M (eIF3m)	AAEL004347	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	386
Q1HRV8	ELVL1_AEDAE	reviewed	Elongation of very long chain fatty acids protein AAEL008004 (EC 2.3.1.199) (3-keto acyl-CoA synthase AAEL008004) (Very-long-chain 3-oxoacyl-CoA synthase AAEL008004)	AAEL008004	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	358
Q17Q32	ENOPH_AEDAE	reviewed	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	AAEL000109	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1107
Q17MZ8	ENY2_AEDAE	reviewed	Enhancer of yellow 2 transcription factor	e(y)2 AAEL000903	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	92
Q0IEK6	EPG5_AEDAE	reviewed	Ectopic P granules protein 5 homolog	AAEL009648	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	2282
Q93104	ERH_AEDAE	reviewed	Enhancer of rudimentary homolog		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	103
Q16U25	FAM50_AEDAE	reviewed	Protein FAM50 homolog	AAEL010045	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	347
Q16XV7	FBSP1_AEDAE	reviewed	F-box/SPRY domain-containing protein 1	Fsn AAEL008758	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	258
Q178M1	FEN1_AEDAE	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	Fen1 AAEL005870	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	380
Q17A75	FICD_AEDAE	reviewed	Adenosine monophosphate-protein transferase FICD homolog (EC 2.7.7.n1)	AAEL005383	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	499
P41822	FRI_AEDAE	reviewed	Ferritin subunit (EC 1.16.3.1) (AeFer(H)) (Ferritin heavy chain-like protein)	FERH AAEL007385	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	209
Q17H91	GATA_AEDAE	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.-)	gatA AAEL002766	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	494
Q16UG2	GATB_AEDAE	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	AAEL009908	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	528
Q16Q94	GATC_AEDAE	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Glu-AdT subunit C) (EC 6.3.5.-)	AAEL011360	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	178
Q17FB8	GLT25_AEDAE	reviewed	Glycosyltransferase 25 family member (EC 2.-.-.-)	AAEL003481	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	607
Q175F8	GLYR1_AEDAE	reviewed	Putative oxidoreductase GLYR1 homolog (EC 1.-.-.-) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60 homolog)	AAEL006684	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	559
Q16HW7	GNPI_AEDAE	reviewed	Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase) (GNPDA) (GlcN6P deaminase)	Gnpda1 AAEL013877	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	278
Q0IFX5	GUF1_AEDAE	reviewed	Translation factor GUF1 homolog, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)	AAEL003926	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	656
Q17AF4	HOOK_AEDAE	reviewed	Protein hook	hk hook AAEL005341	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	685
Q17EN4	HOT_AEDAE	reviewed	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24)	AAEL003729	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	462
Q177G4	HPS5_AEDAE	reviewed	Hermansky-Pudlak syndrome 5 protein homolog (Protein pink)	p AAEL006142	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	845
Q93105	INSR_AEDAE	reviewed	Insulin-like receptor (MIR) (EC 2.7.10.1) [Cleaved into: Insulin-like receptor alpha chain; Insulin-like receptor beta chain]	InR AAEL002317	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1393
Q16YB3	ITPA_AEDAE	reviewed	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	AAEL008605	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	188
Q17PR1	JING_AEDAE	reviewed	Zinc finger protein jing homolog	AAEL000263	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1605
Q1HQK0	KAD2_AEDAE	reviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	Adk2 AAEL012731	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	241
Q17BU3	KIF1A_AEDAE	reviewed	Kinesin-like protein unc-104	unc-104 AAEL004812	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1644
Q16RL8	KLHDB_AEDAE	reviewed	Kelch-like protein diablo	dbo AAEL010911	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	589
Q86PM2	KMO_AEDAE	reviewed	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase)	kh AAEL008879	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	476
Q1HQF8	KTAP2_AEDAE	reviewed	Protein KRTCAP2 homolog	AAEL007634	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	132
Q0IEW8	KTU_AEDAE	reviewed	Protein kintoun (Dynein assembly factor 2, axonemal homolog)	AAEL007767	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	898
O02036	LCK_AEDAE	reviewed	Leucokinins [Cleaved into: Leucokinin-1; Leucokinin-3; Leucokinin-2]	AAEL010172	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	228
Q16W22	LIAS_AEDAE	reviewed	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	AAEL009368	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	393
Q16VD3	LIG_AEDAE	reviewed	Protein lingerer	lig AAEL009607	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1250
Q17N69	LIS1_AEDAE	reviewed	Lissencephaly-1 homolog	AAEL000770	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	409
Q17AN2	LST2_AEDAE	reviewed	Lateral signaling target protein 2 homolog	AAEL005241	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	912
Q0IES8	MAB21_AEDAE	reviewed	Protein mab-21	mab-21 AAEL008118	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	365
Q16YA8	MAEL_AEDAE	reviewed	Protein maelstrom homolog	mael AAEL008595	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	520
P13080	MALT_AEDAE	reviewed	Probable maltase (EC 3.2.1.20)	MAL1 MAL I AAEL000392	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	579
Q0IES7	MB21L_AEDAE	reviewed	Protein mab-21-like	AAEL008109	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	365
Q16G71	MED10_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	MED10 AAEL014501	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	130
Q17NH9	MED11_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11 AAEL000720	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	132
Q16U49	MED14_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14)	MED14 AAEL010020	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1578
Q17BA4	MED15_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15 AAEL005022	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	779
Q16K67	MED16_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	MED16 AAEL013087	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	820
Q17JT4	MED17_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17 AAEL001883	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	645
Q17IN5	MED18_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	MED18 AAEL002284	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	215
Q174D3	MED19_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	MED19 AAEL006934	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	253
Q172G3	MED1_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1)	AAEL007402	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1760
Q17LR9	MED20_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	MED20 AAEL001260	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	219
Q16RX1	MED21_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21)	MED21 AAEL010797	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	141
Q178E6	MED22_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22)	MED22 AAEL005934	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	138
Q16HH9	MED23_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 23 (Mediator complex subunit 23)	MED23 AAEL014021	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1409
Q16X15	MED24_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 24 (Mediator complex subunit 24)	MED24 AAEL009027	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	1005
Q171Y8	MED27_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 27 (Mediator complex subunit 27)	MED27 AAEL007482	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	295
Q17P98	MED28_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 28 (Mediator complex subunit 28)	MED28 AAEL000468	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	184
Q16TJ7	MED29_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 29 (Mediator complex subunit 29) (Protein intersex)	ix MED29 AAEL010217	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	214
Q172Y1	MED30_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30)	MED30 AAEL007230	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	306
Q17DI7	MED31_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31)	MED31 AAEL004132	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	218
Q177A7	MED4_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4 AAEL006193	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	263
Q17MI0	MED7_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	MED7 AAEL000982	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	219
Q16RR7	MED8_AEDAE	reviewed	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	MED8 AAEL010861	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	250
Q17M80	MMSA_AEDAE	reviewed	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27)	AAEL001134	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	521
Q171H3	MO2B1_AEDAE	reviewed	Molybdopterin synthase catalytic subunit 1 (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit 1) (Molybdenum cofactor synthesis protein 2B 1) (MOCS2B 1)	AAEL007640	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	155
Q1DGL6	MO2B2_AEDAE	reviewed	Molybdopterin synthase catalytic subunit 2 (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit 2) (Molybdenum cofactor synthesis protein 2B 2) (MOCS2B 2)	AAEL015584	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	155
Q1DGL5	MOC2A_AEDAE	reviewed	Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A)	AAEL007643; AAEL015583	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	98
Q16GH0	MOCO1_AEDAE	reviewed	Molybdenum cofactor sulfurase 1 (MOS 1) (MoCo sulfurase 1) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase 1) (Protein maroon-like 1) (Ma-l 1)	mal1 AAEL014381	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	764
