Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P0C0Z8	CH10_CHLTR	reviewed	10 kDa chaperonin (11.2 kDa stress response protein) (GroES protein) (Heat shock protein 10) (HSP10) (Protein Cpn10)	groS groES hypA mopB CT_111	Chlamydia trachomatis (strain D/UW-3/Cx)	102
P0C0Z7	CH60_CHLTR	reviewed	60 kDa chaperonin (57 kDa chlamydial hypersensitivity antigen) (GroEL protein) (Heat shock protein 60) (HSP60) (Protein Cpn60)	groL groEL hypB mopA CT_110	Chlamydia trachomatis (strain D/UW-3/Cx)	544
O84115	CLPB_CHLTR	reviewed	Chaperone protein ClpB	clpB CT_113	Chlamydia trachomatis (strain D/UW-3/Cx)	867
O84288	CLPC_CHLTR	reviewed	Probable ATP-dependent Clp protease ATP-binding subunit	clpC CT_286	Chlamydia trachomatis (strain D/UW-3/Cx)	854
P38002	CLPP1_CHLTR	reviewed	ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)	clpP1 CT_431	Chlamydia trachomatis (strain D/UW-3/Cx)	192
O84712	CLPP2_CHLTR	reviewed	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	clpP2 CT_706	Chlamydia trachomatis (strain D/UW-3/Cx)	203
O84711	CLPX_CHLTR	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX CT_705	Chlamydia trachomatis (strain D/UW-3/Cx)	419
O84499	COAE_CHLTR	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE CT_492	Chlamydia trachomatis (strain D/UW-3/Cx)	202
O84693	CSD_CHLTR	reviewed	Probable cysteine desulfurase (EC 2.8.1.7)	csd CT_687	Chlamydia trachomatis (strain D/UW-3/Cx)	401
O84395	DAPAT_CHLTR	reviewed	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL aspC CT_390	Chlamydia trachomatis (strain D/UW-3/Cx)	394
O84366	DAPA_CHLTR	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA CT_361	Chlamydia trachomatis (strain D/UW-3/Cx)	286
O84369	DAPB_CHLTR	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB CT_364	Chlamydia trachomatis (strain D/UW-3/Cx)	246
O84437	DAPF_CHLTR	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF CT_430	Chlamydia trachomatis (strain D/UW-3/Cx)	275
P64386	DBH_CHLTR	reviewed	Probable DNA-binding protein HU	hup CT_267	Chlamydia trachomatis (strain D/UW-3/Cx)	100
O84042	DCD_CHLTR	reviewed	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	dcd CT_039	Chlamydia trachomatis (strain D/UW-3/Cx)	190
O84752	DCUP_CHLTR	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE CT_747	Chlamydia trachomatis (strain D/UW-3/Cx)	336
O84357	DEF_CHLTR	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def CT_353	Chlamydia trachomatis (strain D/UW-3/Cx)	181
P18584	DEGPL_CHLTR	reviewed	Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (59 kDa immunogenic protein) (Protease Do) (SK59)	htrA CT_823	Chlamydia trachomatis (strain D/UW-3/Cx)	497
O84709	DER_CHLTR	reviewed	GTPase Der (GTP-binding protein EngA)	der engA CT_703	Chlamydia trachomatis (strain D/UW-3/Cx)	490
O84561	DLDH_CHLTR	reviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of 2-oxoglutarate dehydrogenase complex)	lpdA CT_557	Chlamydia trachomatis (strain D/UW-3/Cx)	465
O84252	DNAA1_CHLTR	reviewed	Chromosomal replication initiator protein DnaA 1	dnaA1 CT_250	Chlamydia trachomatis (strain D/UW-3/Cx)	456
O84277	DNAA2_CHLTR	reviewed	Chromosomal replication initiator protein DnaA 2	dnaA2 CT_275	Chlamydia trachomatis (strain D/UW-3/Cx)	455
O84345	DNAJ_CHLTR	reviewed	Chaperone protein DnaJ	dnaJ CT_341	Chlamydia trachomatis (strain D/UW-3/Cx)	392
P17821	DNAK_CHLTR	reviewed	Chaperone protein DnaK (75 kDa membrane protein) (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK CT_396	Chlamydia trachomatis (strain D/UW-3/Cx)	660
O84148	DNLJ_CHLTR	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA CT_146	Chlamydia trachomatis (strain D/UW-3/Cx)	663
O84549	DPO3A_CHLTR	reviewed	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE CT_545	Chlamydia trachomatis (strain D/UW-3/Cx)	1237
O84078	DPO3B_CHLTR	reviewed	DNA polymerase III subunit beta (EC 2.7.7.7)	dnaN CT_075	Chlamydia trachomatis (strain D/UW-3/Cx)	416
O84294	DUT_CHLTR	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut CT_292	Chlamydia trachomatis (strain D/UW-3/Cx)	145
O84074	DXR_CHLTR	reviewed	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr CT_071	Chlamydia trachomatis (strain D/UW-3/Cx)	379
O84335	DXS_CHLTR	reviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs CT_331	Chlamydia trachomatis (strain D/UW-3/Cx)	640
O84444	EFG_CHLTR	reviewed	Elongation factor G (EF-G)	fusA CT_437	Chlamydia trachomatis (strain D/UW-3/Cx)	694
O84124	EFP1_CHLTR	reviewed	Elongation factor P 1 (EF-P 1)	efp1 CT_122	Chlamydia trachomatis (strain D/UW-3/Cx)	185
O84757	EFP2_CHLTR	reviewed	Elongation factor P 2 (EF-P 2)	efp2 CT_752	Chlamydia trachomatis (strain D/UW-3/Cx)	190
O84686	EFTS_CHLTR	reviewed	Elongation factor Ts (EF-Ts)	tsf CT_679	Chlamydia trachomatis (strain D/UW-3/Cx)	282
P0CD71	EFTU_CHLTR	reviewed	Elongation factor Tu (EF-Tu)	tuf tufA tufB CT_322	Chlamydia trachomatis (strain D/UW-3/Cx)	394
O84630	END4_CHLTR	reviewed	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo CT_625	Chlamydia trachomatis (strain D/UW-3/Cx)	288
O84591	ENO_CHLTR	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno CT_587	Chlamydia trachomatis (strain D/UW-3/Cx)	424
O84645	EX5B_CHLTR	reviewed	Exodeoxyribonuclease V beta chain (EC 3.1.11.5)	recB CT_639	Chlamydia trachomatis (strain D/UW-3/Cx)	1026
O84333	EX7L_CHLTR	reviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA CT_329	Chlamydia trachomatis (strain D/UW-3/Cx)	516
P58001	EX7S_CHLTR	reviewed	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB CT_329.1	Chlamydia trachomatis (strain D/UW-3/Cx)	72
P38004	FABG_CHLTR	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG CT_237	Chlamydia trachomatis (strain D/UW-3/Cx)	248
O84242	FABH_CHLTR	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH CT_239	Chlamydia trachomatis (strain D/UW-3/Cx)	327
O84537	FABZ_CHLTR	reviewed	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ CT_532	Chlamydia trachomatis (strain D/UW-3/Cx)	153
O84535	FMT_CHLTR	reviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt CT_530	Chlamydia trachomatis (strain D/UW-3/Cx)	316
O84620	FOLB_CHLTR	reviewed	Probable dihydroneopterin aldolase (DHNA) (EC 4.1.2.25)	folB CT_614	Chlamydia trachomatis (strain D/UW-3/Cx)	124
O84081	FOLD_CHLTR	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD CT_078	Chlamydia trachomatis (strain D/UW-3/Cx)	287
O84619	FOLKP_CHLTR	reviewed	Folate synthesis bifunctional protein [Includes: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)]	folKP CT_613	Chlamydia trachomatis (strain D/UW-3/Cx)	450
O84744	FTSK_CHLTR	reviewed	DNA translocase FtsK	ftsK CT_739	Chlamydia trachomatis (strain D/UW-3/Cx)	799
O84863	FUMC_CHLTR	reviewed	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2)	fumC CT_855	Chlamydia trachomatis (strain D/UW-3/Cx)	463
P0CE13	G3P_CHLTR	reviewed	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12)	gap gapA CT_505	Chlamydia trachomatis (strain D/UW-3/Cx)	334
O84188	G6PD_CHLTR	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf CT_185	Chlamydia trachomatis (strain D/UW-3/Cx)	439
P0CD72	G6PI_CHLTR	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi CT_378	Chlamydia trachomatis (strain D/UW-3/Cx)	525
O84006	GATA_CHLTR	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.-)	gatA CT_003	Chlamydia trachomatis (strain D/UW-3/Cx)	491
O84007	GATB_CHLTR	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB CT_004	Chlamydia trachomatis (strain D/UW-3/Cx)	488
O84005	GATC_CHLTR	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	gatC CT_002	Chlamydia trachomatis (strain D/UW-3/Cx)	100
O84200	GCP_CHLTR	reviewed	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp (t(6)A37 threonylcarbamoyladenosine biosynthesis protein)	gcp CT_197	Chlamydia trachomatis (strain D/UW-3/Cx)	338
O84284	GCSH_CHLTR	reviewed	Glycine cleavage system H protein	gcvH gcsH CT_282	Chlamydia trachomatis (strain D/UW-3/Cx)	117
O84804	GLGA_CHLTR	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA CT_798	Chlamydia trachomatis (strain D/UW-3/Cx)	474
O84874	GLGB_CHLTR	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB CT_866	Chlamydia trachomatis (strain D/UW-3/Cx)	738
O84822	GLMM_CHLTR	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM CT_815	Chlamydia trachomatis (strain D/UW-3/Cx)	458
O84823	GLMS_CHLTR	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS CT_816	Chlamydia trachomatis (strain D/UW-3/Cx)	606
O84439	GLYA_CHLTR	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA CT_432	Chlamydia trachomatis (strain D/UW-3/Cx)	497
O84587	GP6R_CHLTR	reviewed	Virulence plasmid protein pGP6-D-related protein	CT_583	Chlamydia trachomatis (strain D/UW-3/Cx)	263
O84719	GPDA_CHLTR	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA CT_714	Chlamydia trachomatis (strain D/UW-3/Cx)	334
O84727	GPMA_CHLTR	reviewed	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.1)	gpmA pgm CT_722	Chlamydia trachomatis (strain D/UW-3/Cx)	226
O84641	GREA_CHLTR	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA CT_636	Chlamydia trachomatis (strain D/UW-3/Cx)	715
P36424	GRPE_CHLTR	reviewed	Protein GrpE (HSP-70 cofactor)	grpE CT_395	Chlamydia trachomatis (strain D/UW-3/Cx)	190
O84212	GSA_CHLTR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CT_210	Chlamydia trachomatis (strain D/UW-3/Cx)	422
O84192	GYRA_CHLTR	reviewed	DNA gyrase subunit A (EC 5.99.1.3)	gyrA CT_189	Chlamydia trachomatis (strain D/UW-3/Cx)	836
O84193	GYRB_CHLTR	reviewed	DNA gyrase subunit B (EC 5.99.1.3)	gyrB CT_190	Chlamydia trachomatis (strain D/UW-3/Cx)	804
Q06280	HC2D_CHLTR	reviewed	Histone-like protein HC2	hctB CT_046	Chlamydia trachomatis (strain D/UW-3/Cx)	201
P0CE15	HCT1_CHLTR	reviewed	Histone H1-like protein Hc1 (18 kDa histone analog)	hctA CT_743	Chlamydia trachomatis (strain D/UW-3/Cx)	125
O84669	HEM1_CHLTR	reviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA CT_662	Chlamydia trachomatis (strain D/UW-3/Cx)	335
O84638	HEM2_CHLTR	reviewed	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	hemB CT_633	Chlamydia trachomatis (strain D/UW-3/Cx)	338
O84301	HEM3_CHLTR	reviewed	Probable porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC CT_299	Chlamydia trachomatis (strain D/UW-3/Cx)	241
O84492	HEMH_CHLTR	reviewed	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH CT_485	Chlamydia trachomatis (strain D/UW-3/Cx)	314
P36426	HRCA_CHLTR	reviewed	Heat-inducible transcription repressor HrcA	hrcA CT_394	Chlamydia trachomatis (strain D/UW-3/Cx)	392
P65106	IF1_CHLTR	reviewed	Translation initiation factor IF-1	infA CT_323	Chlamydia trachomatis (strain D/UW-3/Cx)	73
O84098	IF2_CHLTR	reviewed	Translation initiation factor IF-2	infB CT_096	Chlamydia trachomatis (strain D/UW-3/Cx)	892
O84840	IF3_CHLTR	reviewed	Translation initiation factor IF-3	infC CT_833	Chlamydia trachomatis (strain D/UW-3/Cx)	175
P0CI27	INCA1_CHLTR	reviewed	Inclusion membrane protein A	incA CT_119	Chlamydia trachomatis (strain D/UW-3/Cx)	273
P0DJI3	INCD_CHLTR	reviewed	Inclusion membrane protein D	incD CT_115	Chlamydia trachomatis (strain D/UW-3/Cx)	141
P0DJI4	INCE_CHLTR	reviewed	Inclusion membrane protein E	incE CT_116	Chlamydia trachomatis (strain D/UW-3/Cx)	132
P0DJI5	INCF_CHLTR	reviewed	Inclusion membrane protein F	incF CT_117	Chlamydia trachomatis (strain D/UW-3/Cx)	104
O84120	INCG_CHLTR	reviewed	Inclusion membrane protein G	incG CT_118	Chlamydia trachomatis (strain D/UW-3/Cx)	167
O84777	IPYR_CHLTR	reviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa CT_772	Chlamydia trachomatis (strain D/UW-3/Cx)	209
O84468	ISPD_CHLTR	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD CT_462	Chlamydia trachomatis (strain D/UW-3/Cx)	219
O84810	ISPE_CHLTR	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE CT_804	Chlamydia trachomatis (strain D/UW-3/Cx)	288
O84441	ISPF_CHLTR	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF CT_434	Chlamydia trachomatis (strain D/UW-3/Cx)	178
O84060	ISPG_CHLTR	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG gcpE CT_057	Chlamydia trachomatis (strain D/UW-3/Cx)	602
O84867	ISPH_CHLTR	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	ispH lytB CT_859	Chlamydia trachomatis (strain D/UW-3/Cx)	307
O84456	ISPT_CHLTR	reviewed	Isoprenyl transferase (EC 2.5.1.-)	uppS CT_450	Chlamydia trachomatis (strain D/UW-3/Cx)	253
O84130	KAD_CHLTR	reviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk CT_128	Chlamydia trachomatis (strain D/UW-3/Cx)	245
O84458	KCY_CHLTR	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk CT_452	Chlamydia trachomatis (strain D/UW-3/Cx)	216
P0CD74	KDSA_CHLTR	reviewed	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	kdsA CT_655	Chlamydia trachomatis (strain D/UW-3/Cx)	269
P0CD75	KDSB_CHLTR	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB CT_182	Chlamydia trachomatis (strain D/UW-3/Cx)	254
P0CE14	KDTA_CHLTR	reviewed	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (EC 2.4.99.14) (Kdo(2)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Trifunctional Kdo transferase)	waaA gseA kdtA CT_208	Chlamydia trachomatis (strain D/UW-3/Cx)	431
O84033	KGUA_CHLTR	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk CT_030	Chlamydia trachomatis (strain D/UW-3/Cx)	205
P0CE21	KPYK_CHLTR	reviewed	Pyruvate kinase (PK) (EC 2.7.1.40)	pyk pykF CT_332	Chlamydia trachomatis (strain D/UW-3/Cx)	485
O84191	KTHY_CHLTR	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk CT_188	Chlamydia trachomatis (strain D/UW-3/Cx)	203
O84067	LEPA_CHLTR	reviewed	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA CT_064	Chlamydia trachomatis (strain D/UW-3/Cx)	602
O84254	LGT_CHLTR	reviewed	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	lgt CT_252	Chlamydia trachomatis (strain D/UW-3/Cx)	272
O84562	LIPA_CHLTR	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA CT_558	Chlamydia trachomatis (strain D/UW-3/Cx)	311
O84539	LNT_CHLTR	reviewed	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-)	lnt CT_534	Chlamydia trachomatis (strain D/UW-3/Cx)	542
O84348	LON_CHLTR	reviewed	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon CT_344	Chlamydia trachomatis (strain D/UW-3/Cx)	819
O84536	LPXA_CHLTR	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA CT_531	Chlamydia trachomatis (strain D/UW-3/Cx)	280
O84416	LPXB_CHLTR	reviewed	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB CT_411	Chlamydia trachomatis (strain D/UW-3/Cx)	607
O84538	LPXC_CHLTR	reviewed	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-) (UDP-3-O-acyl-GlcNAc deacetylase)	lpxC CT_533	Chlamydia trachomatis (strain D/UW-3/Cx)	286
P0CD76	LPXD_CHLTR	reviewed	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.-)	lpxD CT_243	Chlamydia trachomatis (strain D/UW-3/Cx)	354
