Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A5U346	3MGH_MYCTA	reviewed	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	MRA_1698	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	203
P65412	3MGH_MYCTU	reviewed	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	Rv1688 MT1727.1 MTCI125.10	Mycobacterium tuberculosis	203
P71864	3O1D1_MYCTU	reviewed	3-oxosteroid 1-dehydrogenase (EC 1.3.99.4) (3-keto-Delta(4)-steroid Delta(1)-dehydrogenase) (KSDD) (3-oxo-Delta(4)-steroid 1-dehydrogenase) (KSTD)	kstD Rv3537	Mycobacterium tuberculosis	563
Q7D5C1	3O1D2_MYCTU	reviewed	3-oxosteroid 1-dehydrogenase (EC 1.3.99.4) (3-keto-Delta(4)-steroid Delta(1)-dehydrogenase) (KSDD) (3-oxo-Delta(4)-steroid 1-dehydrogenase) (KSTD)	kstD MT3641	Mycobacterium tuberculosis	566
P63339	6PGL_MYCBO	reviewed	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl devB Mb1480c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	247
P63338	6PGL_MYCTU	reviewed	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl devB Rv1445c MT1492 MTCY493.09	Mycobacterium tuberculosis	247
O52956	A85A_MYCAV	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA	Mycobacterium avium	347
P0C2T1	A85A_MYCBO	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA mpt44 Mb3834c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	338
A1KQD8	A85A_MYCBP	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA mpt44 BCG_3866c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	338
O06052	A85A_MYCGO	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA	Mycobacterium gordonae	339
Q05861	A85A_MYCLE	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA ML0097	Mycobacterium leprae (strain TN)	330
Q9KH57	A85A_MYCMR	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A) (Fragment)	fbpA	Mycobacterium marinum	139
P0A4V2	A85A_MYCTU	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA mpt44 Rv3804c MT3911 MTV026.09c	Mycobacterium tuberculosis	338
P58248	A85A_MYCUL	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA	Mycobacterium ulcerans	337
Q06947	A85B_MYCAV	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB	Mycobacterium avium	330
P0C2T2	A85B_MYCBO	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB Mb1918c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	325
A1KJU9	A85B_MYCBP	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB BCG_1923c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	325
Q49575	A85B_MYCIA	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB OCU_26350	Mycobacterium intracellulare (strain ATCC 13950 / DSM 43223 / JCM 6384 / NCTC 13025 / 3600)	330
P21160	A85B_MYCKA	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB	Mycobacterium kansasii	325
P31951	A85B_MYCLE	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB ML2028 MLCB561.03c	Mycobacterium leprae (strain TN)	327
A0QU51	A85B_MYCS2	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB MSMEG_2078 MSMEI_2033	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	325
Q50397	A85B_MYCSC	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB	Mycobacterium scrofulaceum	330
A5U3Q3	A85B_MYCTA	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB MRA_1897	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	325
P0C5B9	A85B_MYCTU	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B)	fbpB Rv1886c MT1934 MTCY180.32	Mycobacterium tuberculosis	325
O52972	A85C_MYCAV	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85C (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex C) (85C) (Ag85C) (Fibronectin-binding protein C) (Fbps C)	fbpC	Mycobacterium avium	352
P0A4V5	A85C_MYCBO	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85C (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex C) (85C) (Ag85C) (Fibronectin-binding protein C) (Fbps C)	fbpC mpt45 Mb0134c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	340
Q05862	A85C_MYCLE	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85C (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex C) (85C) (Ag85C) (Fibronectin-binding protein C) (Fbps C)	fbpC fbpC2 ML2655	Mycobacterium leprae (strain TN)	333
P0A4V4	A85C_MYCTU	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85C (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex C) (85C) (Ag85C) (Fibronectin-binding protein C) (Fbps C)	fbpC mpt45 Rv0129c MT0137 MTCI5.03c	Mycobacterium tuberculosis	340
P0A5N1	AAC2_MYCBO	reviewed	Aminoglycoside 2'-N-acetyltransferase (EC 2.3.1.-) (AAC(2')-Ic)	aac Mb0268c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	181
P94968	AAC2_MYCS2	reviewed	Aminoglycoside 2'-N-acetyltransferase (EC 2.3.1.-) (AAC(2')-Id)	aac MSMEG_0434 MSMEI_0423	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	210
P0A5N0	AAC2_MYCTU	reviewed	Aminoglycoside 2'-N-acetyltransferase (EC 2.3.1.-) (AAC(2')-Ic)	aac Rv0262c MT0275 MTCY06A4.06c	Mycobacterium tuberculosis	181
P63499	AAT_MYCBO	reviewed	Probable aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	aspC Mb0344c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	429
P63498	AAT_MYCTU	reviewed	Probable aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	aspC Rv0337c MT0351 MTCY279.04c	Mycobacterium tuberculosis	429
O65934	ABC1_MYCTU	reviewed	ABC transporter ATP-binding/permease protein Rv1747 (EC 3.6.3.-)	Rv1747	Mycobacterium tuberculosis	865
P63406	ACCD_MYCBO	reviewed	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase beta chain) (EC 6.4.1.2)	accD3 Mb0928c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	495
P63405	ACCD_MYCTU	reviewed	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase beta chain) (EC 6.4.1.2)	accD3 Rv0904c MT0927 MTCY31.32c	Mycobacterium tuberculosis	495
Q7U0Y2	ACDC_MYCBO	reviewed	Acyl-CoA dehydrogenase fadE12 (EC 1.3.99.-)	fadE12 Mb0997c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	388
P71539	ACDC_MYCTU	reviewed	Acyl-CoA dehydrogenase fadE12 (EC 1.3.99.-)	fadE12 Rv0972c MT1000 MTCY10D7.02	Mycobacterium tuberculosis	388
B2HGH0	ACDH1_MYCMM	reviewed	Acetaldehyde dehydrogenase 1 (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating] 1)	mhpF MMAR_1505	Mycobacterium marinum (strain ATCC BAA-535 / M)	336
B2HI26	ACDH2_MYCMM	reviewed	Acetaldehyde dehydrogenase 2 (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating] 2)	MMAR_5022	Mycobacterium marinum (strain ATCC BAA-535 / M)	308
Q7TTR4	ACDH_MYCBO	reviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	Mb3565c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	303
A1KPM0	ACDH_MYCBP	reviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	BCG_3599c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	303
C1AHZ3	ACDH_MYCBT	reviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	JTY_3600	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	303
A5U8K9	ACDH_MYCTA	reviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	mhpF MRA_3574	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	303
P71866	ACDH_MYCTU	reviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	mhpF Rv3535c MT3639	Mycobacterium tuberculosis	303
P63428	ACDP_MYCBO	reviewed	Probable acyl-CoA dehydrogenase fadE25 (EC 1.3.99.-)	fadE25 acd Mb3302c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	389
P63427	ACDP_MYCTU	reviewed	Probable acyl-CoA dehydrogenase fadE25 (EC 1.3.99.-)	fadE25 acd Rv3274c MT3374 MTCY71.14c	Mycobacterium tuberculosis	389
P0A5H4	ACEA_MYCBO	reviewed	Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1)	icl Mb0476	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	428
P0A5H3	ACEA_MYCTU	reviewed	Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1)	icl Rv0467 MT0483 MTV038.11	Mycobacterium tuberculosis	428
O53476	ACG_MYCTU	reviewed	Putative NAD(P)H nitroreductase acg (EC 1.-.-.-)	acg Rv2032 MT2091	Mycobacterium tuberculosis	331
P63410	ACKA_MYCBO	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA Mb0417	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	385
B2HPZ3	ACKA_MYCMM	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA MMAR_0711	Mycobacterium marinum (strain ATCC BAA-535 / M)	388
P63409	ACKA_MYCTU	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA Rv0409 MT0422 MTCY22G10.05	Mycobacterium tuberculosis	385
P0A4W7	ACPM_MYCBO	reviewed	Meromycolate extension acyl carrier protein (ACP)	acpM Mb2268	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	115
P0A4W6	ACPM_MYCTU	reviewed	Meromycolate extension acyl carrier protein (ACP)	acpM Rv2244 MT2304 MTCY427.25	Mycobacterium tuberculosis	115
P0A4W9	ACPS_MYCBO	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Mb2552c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	130
A1KLL9	ACPS_MYCBP	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS BCG_2544c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	130
C1AEZ0	ACPS_MYCBT	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS JTY_2538	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	130
B2HPL7	ACPS_MYCMM	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS MMAR_3961	Mycobacterium marinum (strain ATCC BAA-535 / M)	130
A5U5M1	ACPS_MYCTA	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS MRA_2550	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	130
P0A4W8	ACPS_MYCTU	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Rv2523c MT2599 MTV009.08c	Mycobacterium tuberculosis	130
P0A5B7	ACR_MYCTU	reviewed	Alpha-crystallin (Acr) (14 kDa antigen) (16 kDa antigen) (HSP 16.3) (Nox16)	hspX acr Rv2031c MT2090 MTV018.18c	Mycobacterium tuberculosis	144
P59871	ACSA_MYCBO	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA acs Mb3691	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	651
A0R5G1	ACSA_MYCS2	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA MSMEG_6179 MSMEI_6020	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	940
O69635	ACSA_MYCTU	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA acs Rv3667 MT3768 MTV025.015	Mycobacterium tuberculosis	651
O06203	ACYLT_MYCTU	reviewed	Phosphatidylinositol mannoside acyltransferase (PIM acyltransferase) (EC 2.3.1.-)	Rv2611c MT2686	Mycobacterium tuberculosis	316
P69418	ACYP_MYCBO	reviewed	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP Mb2947c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	93
A1KMR7	ACYP_MYCBP	reviewed	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP BCG_2944c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	93
A5U6S8	ACYP_MYCTA	reviewed	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP MRA_2948	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	93
P69419	ACYP_MYCTU	reviewed	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP Rv2922.1c MT2991 MTCY338.11Bc Rv2922A	Mycobacterium tuberculosis	93
P63908	ADD_MYCBO	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add Mb3342c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	365
A1KP00	ADD_MYCBP	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add BCG_3379c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	365
B2HDU8	ADD_MYCMM	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add MMAR_1206	Mycobacterium marinum (strain ATCC BAA-535 / M)	362
A5U7Y8	ADD_MYCTA	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add MRA_3355	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	365
P63907	ADD_MYCTU	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add Rv3313c MTV016.13	Mycobacterium tuberculosis	365
P95153	ADHA_MYCTU	reviewed	Probable alcohol dehydrogenase AdhA (EC 1.1.1.1)	adhA Rv1862 MT1911	Mycobacterium tuberculosis	346
Q7U1B9	ADHB_MYCBO	reviewed	Alcohol dehydrogenase B (EC 1.1.1.1)	adhB Mb0784c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	375
P71818	ADHB_MYCTU	reviewed	Alcohol dehydrogenase B (EC 1.1.1.1)	adhB Rv0761c MT0786 MTCY369.06c	Mycobacterium tuberculosis	375
P0A4X1	ADHC_MYCBO	reviewed	NADP-dependent alcohol dehydrogenase C (EC 1.1.1.2)	adhC adh Mb3071	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	346
P0A4X0	ADHC_MYCTU	reviewed	NADP-dependent alcohol dehydrogenase C (EC 1.1.1.2)	adhC adh Rv3045 MT3130 MTV012.60	Mycobacterium tuberculosis	346
O53303	ADHD_MYCTU	reviewed	Putative alcohol dehydrogenase D (EC 1.1.1.1)	adhD Rv3086 MT3171	Mycobacterium tuberculosis	368
O53904	ADH_MYCTU	reviewed	Probable alcohol dehydrogenase adh (EC 1.1.1.1)	adh Rv1530 MT1581	Mycobacterium tuberculosis	367
P83736	ADOK_MYCBO	reviewed	Adenosine kinase (AK) (EC 2.7.1.20)	adoK cbhK Mb2225c	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	324
A5U4N0	ADOK_MYCTA	reviewed	Adenosine kinase (AK) (EC 2.7.1.20)	adoK cbhK MRA_2218	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	324
P83734	ADOK_MYCTU	reviewed	Adenosine kinase (AK) (EC 2.7.1.20)	adoK cbhK Rv2202c MT2258 MTCY190.13c	Mycobacterium tuberculosis	324
Q8NTW4	AFTA_CORGL	reviewed	Arabinofuranosyltransferase AftA (EC 2.4.2.46)	aftA Cgl0188 cg0236	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	661
Q7TVN5	AFTA_MYCBO	reviewed	Arabinofuranosyltransferase AftA (EC 2.4.2.-)	aftA Mb3821	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	643
A0R611	AFTA_MYCS2	reviewed	Arabinofuranosyltransferase AftA (EC 2.4.2.-)	aftA MSMEG_6386 MSMEI_6218	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	624
P72058	AFTA_MYCTU	reviewed	Arabinofuranosyltransferase AftA (EC 2.4.2.46)	aftA Rv3792 MT3899.1	Mycobacterium tuberculosis	643
Q8NLR0	AFTB_CORGL	reviewed	Terminal beta-(1->2)-arabinofuranosyltransferase (EC 2.4.2.-)	aftB Cgl2879 cg3187	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	686
O53582	AFTB_MYCTU	reviewed	Terminal beta-(1->2)-arabinofuranosyltransferase (EC 2.4.2.-)	aftB Rv3805c	Mycobacterium tuberculosis	627
P71970	AFTC_MYCTU	reviewed	Alpha-(1->3)-arabinofuranosyltransferase (EC 2.4.2.47) (Arabinofuranan 3-O-arabinosyltransferase) (arabinofuranosyltransferase C) (aftC)	aftC MT2747 Rv2673	Mycobacterium tuberculosis	433
P96419	AFTD_MYCTU	reviewed	Alpha-(1->3)-arabinofuranosyltransferase (EC 2.4.2.47) (Arabinofuranan 3-O-arabinosyltransferase)	aftD Rv0236c	Mycobacterium tuberculosis	1400
Q7BHK8	AHPC_MYCTU	reviewed	Alkyl hydroperoxide reductase subunit C (MtAhpC) (EC 1.11.1.15) (Peroxiredoxin) (Thioredoxin peroxidase)	ahpC Rv2428 MT2503	Mycobacterium tuberculosis	195
P0A5N5	AHPD_MYCBO	reviewed	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15) (Alkylhydroperoxidase AhpD)	ahpD Mb2455	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	177
A1KLC4	AHPD_MYCBP	reviewed	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15) (Alkylhydroperoxidase AhpD)	ahpD BCG_2448	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	177
C1AQZ5	AHPD_MYCBT	reviewed	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15) (Alkylhydroperoxidase AhpD)	ahpD JTY_2442	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	177
B2HD59	AHPD_MYCMM	reviewed	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15) (Alkylhydroperoxidase AhpD)	ahpD MMAR_2754	Mycobacterium marinum (strain ATCC BAA-535 / M)	178
Q50441	AHPD_MYCS2	reviewed	Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15) (Alkylhydroperoxidase AhpD)	ahpD MSMEG_4890 MSMEI_4765	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	177
