gene_id1	gene_id2	complex_id	complex_name
0	6117	1098	DNA synthesome complex (13 subunits)
0	6117	1099	DNA synthesome complex (17 subunits)
0	6117	1111	DNA synthesome complex (17 subunits)
0	6122	306	Ribosome, cytoplasmic
0	6124	306	Ribosome, cytoplasmic
0	6125	306	Ribosome, cytoplasmic
0	6128	306	Ribosome, cytoplasmic
0	6129	306	Ribosome, cytoplasmic
0	6130	306	Ribosome, cytoplasmic
0	6132	306	Ribosome, cytoplasmic
0	6133	306	Ribosome, cytoplasmic
0	6134	306	Ribosome, cytoplasmic
0	6135	306	Ribosome, cytoplasmic
0	6136	306	Ribosome, cytoplasmic
0	6137	306	Ribosome, cytoplasmic
0	6138	306	Ribosome, cytoplasmic
0	6139	306	Ribosome, cytoplasmic
0	6141	306	Ribosome, cytoplasmic
0	6142	306	Ribosome, cytoplasmic
0	6143	306	Ribosome, cytoplasmic
0	6144	306	Ribosome, cytoplasmic
0	6146	306	Ribosome, cytoplasmic
0	6147	306	Ribosome, cytoplasmic
0	6152	306	Ribosome, cytoplasmic
0	6154	306	Ribosome, cytoplasmic
0	6155	306	Ribosome, cytoplasmic
0	6156	306	Ribosome, cytoplasmic
0	6157	306	Ribosome, cytoplasmic
0	6158	306	Ribosome, cytoplasmic
0	6159	306	Ribosome, cytoplasmic
0	6160	306	Ribosome, cytoplasmic
0	6161	306	Ribosome, cytoplasmic
0	6164	306	Ribosome, cytoplasmic
0	6165	306	Ribosome, cytoplasmic
0	6167	306	Ribosome, cytoplasmic
0	6168	306	Ribosome, cytoplasmic
0	6169	306	Ribosome, cytoplasmic
0	6170	306	Ribosome, cytoplasmic
0	6171	306	Ribosome, cytoplasmic
0	6173	306	Ribosome, cytoplasmic
0	6175	306	Ribosome, cytoplasmic
0	6176	306	Ribosome, cytoplasmic
0	6181	306	Ribosome, cytoplasmic
0	6187	305	40S ribosomal subunit, cytoplasmic
0	6187	306	Ribosome, cytoplasmic
0	6188	305	40S ribosomal subunit, cytoplasmic
0	6188	306	Ribosome, cytoplasmic
0	6189	305	40S ribosomal subunit, cytoplasmic
0	6189	306	Ribosome, cytoplasmic
0	6191	305	40S ribosomal subunit, cytoplasmic
0	6191	306	Ribosome, cytoplasmic
0	6193	305	40S ribosomal subunit, cytoplasmic
0	6193	306	Ribosome, cytoplasmic
0	6194	305	40S ribosomal subunit, cytoplasmic
0	6194	306	Ribosome, cytoplasmic
0	6201	305	40S ribosomal subunit, cytoplasmic
0	6201	306	Ribosome, cytoplasmic
0	6202	305	40S ribosomal subunit, cytoplasmic
0	6202	306	Ribosome, cytoplasmic
0	6203	305	40S ribosomal subunit, cytoplasmic
0	6203	306	Ribosome, cytoplasmic
0	6204	305	40S ribosomal subunit, cytoplasmic
0	6204	306	Ribosome, cytoplasmic
0	6205	305	40S ribosomal subunit, cytoplasmic
0	6205	306	Ribosome, cytoplasmic
0	6206	305	40S ribosomal subunit, cytoplasmic
0	6206	306	Ribosome, cytoplasmic
0	6207	305	40S ribosomal subunit, cytoplasmic
0	6207	306	Ribosome, cytoplasmic
0	6208	305	40S ribosomal subunit, cytoplasmic
0	6208	306	Ribosome, cytoplasmic
0	6209	305	40S ribosomal subunit, cytoplasmic
0	6209	306	Ribosome, cytoplasmic
0	6210	305	40S ribosomal subunit, cytoplasmic
0	6210	306	Ribosome, cytoplasmic
0	6217	305	40S ribosomal subunit, cytoplasmic
0	6217	306	Ribosome, cytoplasmic
0	6218	305	40S ribosomal subunit, cytoplasmic
0	6218	306	Ribosome, cytoplasmic
0	6222	305	40S ribosomal subunit, cytoplasmic
0	6222	306	Ribosome, cytoplasmic
0	6223	305	40S ribosomal subunit, cytoplasmic
0	6223	306	Ribosome, cytoplasmic
0	6224	305	40S ribosomal subunit, cytoplasmic
0	6224	306	Ribosome, cytoplasmic
0	6227	305	40S ribosomal subunit, cytoplasmic
0	6227	306	Ribosome, cytoplasmic
0	6228	305	40S ribosomal subunit, cytoplasmic
0	6228	306	Ribosome, cytoplasmic
0	6229	305	40S ribosomal subunit, cytoplasmic
0	6229	306	Ribosome, cytoplasmic
0	6230	305	40S ribosomal subunit, cytoplasmic
0	6230	306	Ribosome, cytoplasmic
0	6231	305	40S ribosomal subunit, cytoplasmic
0	6231	306	Ribosome, cytoplasmic
0	6232	305	40S ribosomal subunit, cytoplasmic
0	6232	306	Ribosome, cytoplasmic
0	6233	305	40S ribosomal subunit, cytoplasmic
0	6233	306	Ribosome, cytoplasmic
0	6234	305	40S ribosomal subunit, cytoplasmic
0	6234	306	Ribosome, cytoplasmic
0	6235	305	40S ribosomal subunit, cytoplasmic
0	6235	306	Ribosome, cytoplasmic
0	6595	189	BAF complex
0	6595	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6595	711	Brm-associated complex
0	6597	149	PBAF complex (Polybromo- and BAF containing complex)
0	6597	189	BAF complex
0	6597	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6597	564	BAF complex
0	6597	565	PBAF complex (Polybromo- and BAF containing complex)
0	6597	566	BAF complex
0	6597	710	Brg1-associated complex I
0	6597	1251	BAF complex
0	6597	3060	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying
0	6597	3064	RNA polymerase II complex, chromatin structure modifying
0	6598	149	PBAF complex (Polybromo- and BAF containing complex)
0	6598	189	BAF complex
0	6598	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6598	564	BAF complex
0	6598	565	PBAF complex (Polybromo- and BAF containing complex)
0	6598	566	BAF complex
0	6598	710	Brg1-associated complex I
0	6598	711	Brm-associated complex
0	6598	1251	BAF complex
0	6598	3060	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying
0	6598	3064	RNA polymerase II complex, chromatin structure modifying
0	6598	3065	RNA polymerase II complex, chromatin structure modifying
0	6599	149	PBAF complex (Polybromo- and BAF containing complex)
0	6599	189	BAF complex
0	6599	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6599	564	BAF complex
0	6599	565	PBAF complex (Polybromo- and BAF containing complex)
0	6599	566	BAF complex
0	6599	710	Brg1-associated complex I
0	6599	711	Brm-associated complex
0	6599	1251	BAF complex
0	6599	3064	RNA polymerase II complex, chromatin structure modifying
0	6599	3065	RNA polymerase II complex, chromatin structure modifying
0	6601	149	PBAF complex (Polybromo- and BAF containing complex)
0	6601	189	BAF complex
0	6601	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6601	564	BAF complex
0	6601	565	PBAF complex (Polybromo- and BAF containing complex)
0	6601	566	BAF complex
0	6601	710	Brg1-associated complex I
0	6601	711	Brm-associated complex
0	6601	1251	BAF complex
0	6601	3064	RNA polymerase II complex, chromatin structure modifying
0	6601	3065	RNA polymerase II complex, chromatin structure modifying
0	6602	149	PBAF complex (Polybromo- and BAF containing complex)
0	6602	189	BAF complex
0	6602	1251	BAF complex
0	6603	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6603	564	BAF complex
0	6603	565	PBAF complex (Polybromo- and BAF containing complex)
0	6603	566	BAF complex
0	6603	710	Brg1-associated complex I
0	6603	711	Brm-associated complex
0	6603	3064	RNA polymerase II complex, chromatin structure modifying
0	6603	3065	RNA polymerase II complex, chromatin structure modifying
0	6604	564	BAF complex
0	6604	565	PBAF complex (Polybromo- and BAF containing complex)
0	6604	566	BAF complex
0	6604	710	Brg1-associated complex I
0	6604	711	Brm-associated complex
0	6604	3064	RNA polymerase II complex, chromatin structure modifying
0	6604	3065	RNA polymerase II complex, chromatin structure modifying
0	6605	149	PBAF complex (Polybromo- and BAF containing complex)
0	6605	189	BAF complex
0	6605	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	6605	564	BAF complex
0	6605	565	PBAF complex (Polybromo- and BAF containing complex)
0	6605	566	BAF complex
0	6605	710	Brg1-associated complex I
0	6605	711	Brm-associated complex
0	6605	1251	BAF complex
0	6605	3065	RNA polymerase II complex, chromatin structure modifying
0	6654	2893	BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex
0	6667	2721	HCF-1 complex
0	6714	3137	MASH1 promoter-coactivator complex
0	6774	298	VEGF transcriptional complex
0	6908	3064	RNA polymerase II complex, chromatin structure modifying
0	7089	3127	TLE-Histone H3 complex
0	7089	3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
0	7089	3150	NK-3-Groucho complex
0	7090	3127	TLE-Histone H3 complex
0	7090	3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
0	7090	3150	NK-3-Groucho complex
0	7091	3127	TLE-Histone H3 complex
0	7091	3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
0	7091	3150	NK-3-Groucho complex
0	7150	1098	DNA synthesome complex (13 subunits)
0	7150	1099	DNA synthesome complex (17 subunits)
0	7150	1111	DNA synthesome complex (17 subunits)
0	7155	1098	DNA synthesome complex (13 subunits)
0	7155	1099	DNA synthesome complex (17 subunits)
0	7155	1111	DNA synthesome complex (17 subunits)
0	7311	306	Ribosome, cytoplasmic
0	7529	5919	BRAF-RAF1-14-3-3 complex
0	7531	5919	BRAF-RAF1-14-3-3 complex
0	7532	5919	BRAF-RAF1-14-3-3 complex
0	7533	5919	BRAF-RAF1-14-3-3 complex
0	7534	5919	BRAF-RAF1-14-3-3 complex
0	7750	632	Anti-HDAC2 complex
0	8140	2390	CD98-LAT2-ITGB1 complex
0	8289	564	BAF complex
0	8289	566	BAF complex
0	8289	710	Brg1-associated complex I
0	8289	711	Brm-associated complex
0	8289	1251	BAF complex
0	8295	1166	p400-associated complex
0	8350	3127	TLE-Histone H3 complex
0	8350	3137	MASH1 promoter-coactivator complex
0	8451	726	DDB2 complex
0	8451	727	CSA complex
0	8451	728	CSA-POLIIa complex
0	8473	2721	HCF-1 complex
0	8533	726	DDB2 complex
0	8533	727	CSA complex
0	8533	728	CSA-POLIIa complex
0	8533	2174	COP9 signalosome complex
0	8569	5253	MNK1-eIF4F complex
0	8607	1166	p400-associated complex
0	8650	247	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex
0	8819	2721	HCF-1 complex
0	8826	3008	60S APC containing complex
0	8844	5920	KSR1-RAF1-MEK complex
0	8844	5921	KSR1-BRAF-MEK complex
0	8850	2641	p300/CBP-PCAF-MyoD complex
0	8850	3137	MASH1 promoter-coactivator complex
0	8932	649	HDAC1-associated core complex cII
0	9045	306	Ribosome, cytoplasmic
0	9070	2721	HCF-1 complex
0	9112	632	Anti-HDAC2 complex
0	9203	632	Anti-HDAC2 complex
0	9212	2581	RasGAP-AURKA/AURKB-survivin complex
0	9219	632	Anti-HDAC2 complex
0	9219	649	HDAC1-associated core complex cII
0	9219	650	HDAC2-asscociated core complex
0	9219	888	MTA2 complex
0	9289	117	GPR56-CD81-Galphaq/11-Gbeta complex
0	9318	726	DDB2 complex
0	9318	727	CSA complex
0	9318	728	CSA-POLIIa complex
0	9318	2174	COP9 signalosome complex
0	9349	306	Ribosome, cytoplasmic
0	9412	3060	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying
0	9412	3064	RNA polymerase II complex, chromatin structure modifying
0	9412	3065	RNA polymerase II complex, chromatin structure modifying
0	9495	879	PRKAC-AKAP5-ADRB1 complex
0	9529	5423	HSP70-BAG5-PARK2 complex
0	9590	518	AKAP250-PKA-PDE4D complex
0	9590	621	AKAP250-PKA-PDE4D complex
0	9739	2721	HCF-1 complex
0	9978	726	DDB2 complex
0	9978	727	CSA complex
0	9978	728	CSA-POLIIa complex
0	10142	520	KCNQ1 macromolecular complex
0	10207	846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated
0	10362	632	Anti-HDAC2 complex
0	10370	298	VEGF transcriptional complex
0	10370	299	IRF3-CBP complex
0	10376	3008	60S APC containing complex
0	10419	710	Brg1-associated complex I
0	10419	711	Brm-associated complex
0	10589	3064	RNA polymerase II complex, chromatin structure modifying
0	10683	3154	Notch2(N-TM)-Notch2(N-EC)-Delta complex
0	10714	1098	DNA synthesome complex (13 subunits)
0	10714	1099	DNA synthesome complex (17 subunits)
0	10714	1111	DNA synthesome complex (17 subunits)
0	10856	1166	p400-associated complex
0	10920	726	DDB2 complex
0	10920	727	CSA complex
0	10920	728	CSA-POLIIa complex
0	10920	2174	COP9 signalosome complex
0	10928	247	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex
0	10971	5919	BRAF-RAF1-14-3-3 complex
0	10980	726	DDB2 complex
0	10980	727	CSA complex
0	10980	728	CSA-POLIIa complex
0	10980	2174	COP9 signalosome complex
0	10987	726	DDB2 complex
0	10987	727	CSA complex
0	10987	728	CSA-POLIIa complex
0	10987	2174	COP9 signalosome complex
0	11091	2721	HCF-1 complex
0	11224	306	Ribosome, cytoplasmic
0	23028	632	Anti-HDAC2 complex
0	23049	784	SMG-1-Upf1-eRF1-eRF3 complex (SURF)
0	23186	632	Anti-HDAC2 complex
0	23186	649	HDAC1-associated core complex cII
0	23199	632	Anti-HDAC2 complex
0	23309	632	Anti-HDAC2 complex
0	23309	888	MTA2 complex
0	23309	2721	HCF-1 complex
0	23428	2390	CD98-LAT2-ITGB1 complex
0	23521	306	Ribosome, cytoplasmic
0	23607	846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated
0	23649	1098	DNA synthesome complex (13 subunits)
0	23649	1099	DNA synthesome complex (17 subunits)
0	23649	1111	DNA synthesome complex (17 subunits)
0	23708	784	SMG-1-Upf1-eRF1-eRF3 complex (SURF)
0	23708	809	eRF1-eRF3-GTP-Mg(2+) complex
0	23770	4158	HSP90-FKBP38-CAM-Ca(2+) complex
0	25873	306	Ribosome, cytoplasmic
0	25942	2721	HCF-1 complex
0	25942	3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
0	27175	3008	60S APC containing complex
0	28996	3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
0	29924	247	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex
0	30011	846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated
0	30836	551	TDT-TDIF2-core-histone complex
0	51138	726	DDB2 complex
0	51138	727	CSA complex
0	51138	728	CSA-POLIIa complex
0	51138	2174	COP9 signalosome complex
0	51317	632	Anti-HDAC2 complex
0	51412	149	PBAF complex (Polybromo- and BAF containing complex)
0	51412	189	BAF complex
0	51412	1166	p400-associated complex
0	53615	649	HDAC1-associated core complex cII
0	53615	650	HDAC2-asscociated core complex
0	53615	888	MTA2 complex
0	54107	1099	DNA synthesome complex (17 subunits)
0	54107	1111	DNA synthesome complex (17 subunits)
0	54567	3154	Notch2(N-TM)-Notch2(N-EC)-Delta complex
0	54760	3064	RNA polymerase II complex, chromatin structure modifying
0	55114	846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated
0	55193	149	PBAF complex (Polybromo- and BAF containing complex)
0	55193	565	PBAF complex (Polybromo- and BAF containing complex)
0	55506	551	TDT-TDIF2-core-histone complex
0	56288	831	PAR-6-PAR-3-VE-cadherin complex, endothelial
0	56655	1099	DNA synthesome complex (17 subunits)
0	56655	1111	DNA synthesome complex (17 subunits)
0	57459	649	HDAC1-associated core complex cII
0	57459	650	HDAC2-asscociated core complex
0	57492	189	BAF complex
0	57492	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
0	57634	1166	p400-associated complex
0	57804	1098	DNA synthesome complex (13 subunits)
0	57804	1099	DNA synthesome complex (17 subunits)
0	57804	1111	DNA synthesome complex (17 subunits)
0	59345	117	GPR56-CD81-Galphaq/11-Gbeta complex
0	64398	846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated
0	64426	2721	HCF-1 complex
0	64708	726	DDB2 complex
0	64708	727	CSA complex
0	64708	728	CSA-POLIIa complex
0	64708	2174	COP9 signalosome complex
0	79816	3149	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
0	79816	3150	NK-3-Groucho complex
0	79874	1090	APLG1-Rababtin5 complex
0	84552	829	PAR-6-VE-cadherin complex, endothelial
0	84552	831	PAR-6-PAR-3-VE-cadherin complex, endothelial
0	84790	3008	60S APC containing complex
0	126961	3127	TLE-Histone H3 complex
0	126961	3137	MASH1 promoter-coactivator complex
0	140032	305	40S ribosomal subunit, cytoplasmic
0	140032	306	Ribosome, cytoplasmic
0	154796	846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated
0	163732	298	VEGF transcriptional complex
0	163732	299	IRF3-CBP complex
0	196528	149	PBAF complex (Polybromo- and BAF containing complex)
0	196528	565	PBAF complex (Polybromo- and BAF containing complex)
0	554313	3137	MASH1 promoter-coactivator complex
2	309	2710	LRP-1-Alpha-2-M-annexin VI complex
2	4035	2710	LRP-1-Alpha-2-M-annexin VI complex
12	1511	5389	SERPINA3-CTSG complex
27	3265	1700	ABL2-HRAS-RIN1 complex
27	9610	1700	ABL2-HRAS-RIN1 complex
59	72	3055	Nop56p-associated pre-rRNA complex
59	6122	3055	Nop56p-associated pre-rRNA complex
59	6124	3055	Nop56p-associated pre-rRNA complex
59	6125	3055	Nop56p-associated pre-rRNA complex
59	6128	3055	Nop56p-associated pre-rRNA complex
59	6129	3055	Nop56p-associated pre-rRNA complex
59	6130	3055	Nop56p-associated pre-rRNA complex
59	6132	3055	Nop56p-associated pre-rRNA complex
59	6133	3055	Nop56p-associated pre-rRNA complex
59	6134	3055	Nop56p-associated pre-rRNA complex
59	6135	3055	Nop56p-associated pre-rRNA complex
59	6136	3055	Nop56p-associated pre-rRNA complex
59	6137	3055	Nop56p-associated pre-rRNA complex
59	6138	3055	Nop56p-associated pre-rRNA complex
59	6139	3055	Nop56p-associated pre-rRNA complex
59	6141	3055	Nop56p-associated pre-rRNA complex
59	6142	3055	Nop56p-associated pre-rRNA complex
59	6143	3055	Nop56p-associated pre-rRNA complex
59	6144	3055	Nop56p-associated pre-rRNA complex
59	6146	3055	Nop56p-associated pre-rRNA complex
59	6147	3055	Nop56p-associated pre-rRNA complex
59	6152	3055	Nop56p-associated pre-rRNA complex
59	6154	3055	Nop56p-associated pre-rRNA complex
59	6155	3055	Nop56p-associated pre-rRNA complex
59	6156	3055	Nop56p-associated pre-rRNA complex
59	6157	3055	Nop56p-associated pre-rRNA complex
59	6158	3055	Nop56p-associated pre-rRNA complex
59	6159	3055	Nop56p-associated pre-rRNA complex
59	6160	3055	Nop56p-associated pre-rRNA complex
59	6161	3055	Nop56p-associated pre-rRNA complex
59	6165	3055	Nop56p-associated pre-rRNA complex
59	6168	3055	Nop56p-associated pre-rRNA complex
