Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q6FYM3	ATPB_BARQU	reviewed	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD BQ12230	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	536
Q6FYM0	ATPD_BARQU	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH BQ12260	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	194
Q6FYM4	ATPE_BARQU	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC BQ12220	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	138
Q6G0H1	ATPF1_BARQU	reviewed	ATP synthase subunit b 1 (ATP synthase F(0) sector subunit b 1) (ATPase subunit I 1) (F-type ATPase subunit b 1) (F-ATPase subunit b 1)	atpF1 BQ03150	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	188
Q6G0H0	ATPF2_BARQU	reviewed	ATP synthase subunit b 2 (ATP synthase F(0) sector subunit b 2) (ATPase subunit I 2) (F-type ATPase subunit b 2) (F-ATPase subunit b 2)	atpF2 BQ03160	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	164
Q6FYM2	ATPG_BARQU	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG BQ12240	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	303
Q6FZ66	CARA_BARQU	reviewed	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA BQ09220	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	398
Q6G0V9	CCMA_BARQU	reviewed	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 3.6.3.41) (Heme exporter protein A)	ccmA BQ01080	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	208
Q6G147	CCME_BARQU	reviewed	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ BQ03940	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	159
Q6FYU9	CH10_BARQU	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES BQ10760	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	98
O33964	CH60_BARQU	reviewed	60 kDa chaperonin (GroEL protein) (Heat shock protein 60) (Protein Cpn60)	groL groEL mopA BQ10750	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	547
P51034	CISY_BARQU	reviewed	Citrate synthase (EC 2.3.3.1)	gltA BQ06850	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	438
Q6G178	CLPP_BARQU	reviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP BQ05040	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	210
Q6FZM5	CLPS_BARQU	reviewed	ATP-dependent Clp protease adapter protein ClpS	clpS BQ07060	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	110
Q6G177	CLPX_BARQU	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX BQ05050	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	424
Q6FZG1	COAD_BARQU	reviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD BQ07840	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	172
Q6G1B3	COAE_BARQU	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE BQ00040	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	195
Q6G0D0	COXX_BARQU	reviewed	Protoheme IX farnesyltransferase (EC 2.5.1.-) (Heme B farnesyltransferase) (Heme O synthase)	ctaB BQ03590	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	311
Q6G011	CTAA_BARQU	reviewed	Heme A synthase (HAS) (EC 1.3.-.-) (Cytochrome aa3-controlling protein)	ctaA BQ05370	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	358
Q6G091	DAPA_BARQU	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA BQ04190	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	294
Q6FZ13	DAPB_BARQU	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB BQ09810	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	270
Q6G1F4	DAPD_BARQU	reviewed	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD BQ00650	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	282
Q6G1H9	DAPE_BARQU	reviewed	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE BQ00460	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	390
Q6FYC7	DAPF_BARQU	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF BQ13480	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	283
Q6FZ74	DDL_BARQU	reviewed	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl BQ08830	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	306
Q6G1G6	DEF_BARQU	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def BQ00690	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	176
Q6G0H5	DER_BARQU	reviewed	GTPase Der (GTP-binding protein EngA)	der engA BQ03110	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	477
Q6FZH1	DGTL1_BARQU	reviewed	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	BQ07690	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	400
Q6G0V6	DNAA_BARQU	reviewed	Chromosomal replication initiator protein DnaA	dnaA BQ01110	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	494
Q6G1F8	DNAJ_BARQU	reviewed	Chaperone protein DnaJ	dnaJ BQ00600	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	380
Q6G1F9	DNAK_BARQU	reviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK BQ00590	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	630
Q6FZ81	DNLJ_BARQU	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA BQ08760	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	719
Q6FYR2	DUT_BARQU	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut BQ11670	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	185
Q6G0D4	DXS_BARQU	reviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs BQ03540	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	640
Q6FZB9	EFG_BARQU	reviewed	Elongation factor G (EF-G)	fusA BQ08260	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	694
Q6FYN9	EFP_BARQU	reviewed	Elongation factor P (EF-P)	efp BQ11940	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	190
Q9XCM5	EFTS_BARQU	reviewed	Elongation factor Ts (EF-Ts)	tsf BQ07000	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	307
Q6FZC0	EFTU1_BARQU	reviewed	Elongation factor Tu 1 (EF-Tu 1)	tuf1 BQ08250	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	391
Q6FZL2	EFTU2_BARQU	reviewed	Elongation factor Tu 2 (EF-Tu 2)	tuf2 BQ07210	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	391
Q6FZ15	ENGB_BARQU	reviewed	Probable GTP-binding protein EngB	engB BQ09790	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	215
Q6G173	ENO_BARQU	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno BQ04880	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	422
Q6FZ30	EX7L_BARQU	reviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA BQ09610	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	475
Q6G0D5	EX7S_BARQU	reviewed	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB BQ03530	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	84
Q6G000	FABH_BARQU	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH BQ05480	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	324
Q6G1J5	FABZ_BARQU	reviewed	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ BQ06930	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	155
Q6G1G8	FMT_BARQU	reviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt BQ00680	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	309
Q6G0I9	FOLD_BARQU	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD BQ02960	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	299
Q6G0L3	FPG_BARQU	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg BQ02370	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	291
Q6G0T9	G6PI_BARQU	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi BQ01300	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	559
Q6FZS9	GATA_BARQU	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.-)	gatA BQ06340	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	496
Q6FZK7	GATB_BARQU	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB BQ07280	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	499
Q6FZS8	GATC_BARQU	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC BQ06350	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	95
Q6FZZ4	GCH1_BARQU	reviewed	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE BQ05540	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	206
Q6FYF1	GCP_BARQU	reviewed	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp (t(6)A37 threonylcarbamoyladenosine biosynthesis protein)	gcp BQ13010	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	364
Q6FYZ6	GCSH_BARQU	reviewed	Glycine cleavage system H protein	gcvH BQ10120	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	122
Q6FYZ7	GCSP_BARQU	reviewed	Glycine dehydrogenase [decarboxylating] (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase)	gcvP BQ10110	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	931
Q6FYQ7	GLMM_BARQU	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM BQ11740	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	459
Q6FZH6	GLMS_BARQU	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS BQ07640	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	607
Q6FZH5	GLMU_BARQU	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU BQ07650	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	448
Q6G0B0	GLNE_BARQU	reviewed	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42) (Glutamine-synthetase adenylyltransferase) (ATase) ([Glutamate--ammonia-ligase] adenylyltransferase)	glnE BQ04000	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	974
Q6FYC3	GLO2_BARQU	reviewed	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB BQ13520	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	253
Q6G009	GLYA_BARQU	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA BQ05390	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	437
Q6G0U8	GPDA_BARQU	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA BQ01190	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	340
Q6FZ12	GPMA_BARQU	reviewed	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.1)	gpmA BQ09820	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	206
Q6FZ57	GREA_BARQU	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA BQ09310	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	157
Q6G1E4	GRPE_BARQU	reviewed	Protein GrpE (HSP-70 cofactor)	grpE BQ00500	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	220
Q6G197	GUAA_BARQU	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA BQ01710	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	518
Q6G014	HFQ_BARQU	reviewed	Protein hfq	hfq BQ05340	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	79
Q6G098	HMUV_BARQU	reviewed	Hemin import ATP-binding protein HmuV (EC 3.6.3.-)	hmuV BQ04120	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	264
Q6G1E5	HRCA_BARQU	reviewed	Heat-inducible transcription repressor HrcA	hrcA BQ00490	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	356
Q6G0P9	HSLU_BARQU	reviewed	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU BQ01960	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	436
Q6G0Q0	HSLV_BARQU	reviewed	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BQ01950	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	193
Q6FYG1	HTPX_BARQU	reviewed	Protease HtpX homolog (EC 3.4.24.-)	htpX BQ12900	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	349
Q6FZP9	HUTH_BARQU	reviewed	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	hutH BQ06730	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	512
Q6FYU2	IF1_BARQU	reviewed	Translation initiation factor IF-1	infA BQ11200	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	72
Q6G0P2	IF2_BARQU	reviewed	Translation initiation factor IF-2	infB BQ02030	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	845
Q6G1I3	IF3_BARQU	reviewed	Translation initiation factor IF-3	infC BQ00430	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	172
Q6FZZ9	IHFA_BARQU	reviewed	Integration host factor subunit alpha (IHF-alpha)	ihfA himA BQ05490	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	104
Q6FZ98	ILVC_BARQU	reviewed	Ketol-acid reductoisomerase (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	ilvC BQ08540	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	339
Q6G164	ISPDF_BARQU	reviewed	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT); 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)]	ispDF BQ04980	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	391
Q6G0G3	ISPE_BARQU	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE BQ03230	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	302
Q6G104	ISPG_BARQU	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG gcpE BQ12180	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	413
Q6G0C9	ISPH_BARQU	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	ispH lytB BQ03600	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	340
Q6FZE3	KAD_BARQU	reviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk BQ08020	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	192
Q6G0X4	KCY_BARQU	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk BQ00870	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	215
Q6G026	KDSA_BARQU	reviewed	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	kdsA BQ04870	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	278
Q6G0M4	KDSB_BARQU	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB BQ02230	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	243
Q6G053	KGUA_BARQU	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk BQ04570	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	221
Q6FZU8	KTHY_BARQU	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk BQ06110	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	214
Q6G1F5	LEPA_BARQU	reviewed	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA BQ00640	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	601
Q6FZU5	LEXA_BARQU	reviewed	LexA repressor (EC 3.4.21.88)	lexA BQ06160	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	237
Q6G0F4	LGT_BARQU	reviewed	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	lgt BQ03340	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	292
Q6G166	LIPA_BARQU	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA BQ04950	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	320
Q6FZQ9	LIPB_BARQU	reviewed	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB BQ06600	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	245
Q6G0J2	LLDD_BARQU	reviewed	L-lactate dehydrogenase [cytochrome] (EC 1.1.2.3)	lldD BQ02590	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	383
Q6FZX3	LOLD_BARQU	reviewed	Lipoprotein-releasing system ATP-binding protein LolD (EC 3.6.3.-)	lolD BQ05820	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	226
Q6G1J6	LPXA_BARQU	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA BQ06920	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	274
Q6G1J4	LPXD_BARQU	reviewed	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.-)	lpxD BQ06940	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	348
Q6G0J6	LPXK_BARQU	reviewed	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK BQ02550	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	343
Q6G1A8	LSPA_BARQU	reviewed	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA BQ00090	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	167
Q6FYL0	MACB_BARQU	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB BQ12380	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	660
Q6FYD0	MDH_BARQU	reviewed	Malate dehydrogenase (EC 1.1.1.37)	mdh BQ13450	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	320
Q6FZ96	MIAA_BARQU	reviewed	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA BQ08580	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	295
Q6G0N1	MIAB_BARQU	reviewed	(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB (EC 2.-.-.-) (tRNA-i(6)A37 methylthiotransferase)	miaB BQ02140	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	458
Q6FZ46	MNMA_BARQU	reviewed	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.-)	mnmA BQ09430	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	408
Q6FYB8	MNME_BARQU	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE BQ13570	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	436
Q6FYB9	MNMG_BARQU	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA BQ13560	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	622
