BAIT	IP_Sample_ID	Rank	Uniq_Pep	Acc__	Num_Unique	X__Cov	Best_Disc_Score	Best_Expect_Val	Protein_MW	Species	Protein_Name
negative_strep	JKIP34-2	[44-3]	1	Q01546	2	2.8	1.91	5.10E-04	65841.3	HOMO SAPIENS	K22O_HUMAN Keratin, type II cytoskeletal 2 oral
negative_strep	JKIP34-2	[44-4]	1	P13647	2	3.6	2.01	1.30E-04	62378.9	HOMO SAPIENS	K2C5_HUMAN Keratin, type II cytoskeletal 5
negative_strep	JKIP34-2	[45]		Q15428	1	3	3.96	1.90E-07	49256	HOMO SAPIENS	SF3A2_HUMAN Splicing factor 3A subunit 2
negative_strep	JKIP34-2	[46]		P62701	2	6.5	2.4	3.30E-05	29598	HOMO SAPIENS	RS4X_HUMAN 40S ribosomal protein S4, X isoform
negative_strep	JKIP34-2	[47]		P26196	3	9.5	1.28	5.10E-04	54417.3	HOMO SAPIENS	DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6
negative_strep	JKIP34-2	[48]		Q86U42	1	5.6	3.49	5.80E-07	32749.3	HOMO SAPIENS	PABP2_HUMAN Polyadenylate-binding protein 2
negative_strep	JKIP34-2	[49]		P62263	2	8.6	2.19	4.00E-05	16272.9	HOMO SAPIENS	RS14_HUMAN 40S ribosomal protein S14
negative_strep	JKIP34-2	[50]		O75400	4	4.7	0.94	0.0038	108805.9	HOMO SAPIENS	PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A
negative_strep	JKIP34-2	[51]		P62857	2	29	1.61	0.0012	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28
negative_strep	JKIP34-2	[52]		P23396	2	14.8	1.95	1.70E-05	26688.6	HOMO SAPIENS	RS3_HUMAN 40S ribosomal protein S3
negative_strep	JKIP34-2	[53]		P68431	2	13.2	1.77	5.30E-04	15404.2	HOMO SAPIENS	H31_HUMAN Histone H3.1
negative_strep	JKIP34-2	[54]		P09874	2	2	1.57	0.001	113084.8	HOMO SAPIENS	PARP1_HUMAN Poly [ADP-ribose] polymerase 1
negative_strep	JKIP34-2	[55]		P15880	2	6.5	1.56	2.80E-04	31324.7	HOMO SAPIENS	RS2_HUMAN 40S ribosomal protein S2
negative_strep	JKIP34-2	[56]		P31943	2	5.8	1.49	8.40E-04	49229.9	HOMO SAPIENS	HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H
negative_strep	JKIP34-2	[56-1]	1	P52597	2	8.2	1.11	8.40E-04	45672.3	HOMO SAPIENS	HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F
negative_strep	JKIP34-2	[57]		P62888	3	25.2	1.15	8.30E-04	12784.2	HOMO SAPIENS	RL30_HUMAN 60S ribosomal protein L30
negative_strep	JKIP34-2	[58]		P46782	1	8.8	2.57	8.10E-06	22876.6	HOMO SAPIENS	RS5_HUMAN 40S ribosomal protein S5
negative_strep	JKIP34-2	[59]		Q02543	2	11.9	1.43	8.90E-04	20762.6	HOMO SAPIENS	RL18A_HUMAN 60S ribosomal protein L18a
negative_strep	JKIP34-2	[60]		P61247	2	8	1.27	8.30E-04	29945.2	HOMO SAPIENS	RS3A_HUMAN 40S ribosomal protein S3a
negative_strep	JKIP34-2	[61]		P62424	2	10.2	1.24	0.0026	29995.9	HOMO SAPIENS	RL7A_HUMAN 60S ribosomal protein L7a
negative_strep	JKIP34-2	[62]		C9JLW8	1	11.3	2.27	3.60E-06	10920.3	HOMO SAPIENS	F195B_HUMAN Protein FAM195B
negative_strep	JKIP34-2	[63]		P46779	2	16.1	1.4	5.30E-04	15747.6	HOMO SAPIENS	RL28_HUMAN 60S ribosomal protein L28
negative_strep	JKIP34-2	[64]		P08708	1	16.3	2.05	1.90E-04	15550.3	HOMO SAPIENS	RS17_HUMAN 40S ribosomal protein S17
negative_strep	JKIP34-2	[65]		P14866	1	5.9	2.03	0.0021	64133.3	HOMO SAPIENS	HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L
negative_strep	JKIP34-2	[66]		P10809	1	1.6	1.99	0.0011	61055.2	HOMO SAPIENS	CH60_HUMAN 60 kDa heat shock protein, mitochondrial
negative_strep	JKIP34-2	[67]		P62899	2	15.2	1.18	0.0022	14463	HOMO SAPIENS	RL31_HUMAN 60S ribosomal protein L31
negative_strep	JKIP34-2	[68]		O00161	1	5.7	1.78	3.60E-04	23354.3	HOMO SAPIENS	SNP23_HUMAN Synaptosomal-associated protein 23
negative_strep	JKIP34-2	[69]		P37108	2	16.9	1.36	1.20E-04	14570.1	HOMO SAPIENS	SRP14_HUMAN Signal recognition particle 14 kDa protein
negative_strep	JKIP34-2	[70]		O75531	1	27	1.72	1.20E-04	10058.7	HOMO SAPIENS	BAF_HUMAN Barrier-to-autointegration factor
negative_strep	JKIP34-2	[71]		Q14103	1	3.9	1.66	3.20E-04	38434.5	HOMO SAPIENS	HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0
negative_strep	JKIP34-2	[72]		P11940	2	3.3	0.88	0.002	70671.5	HOMO SAPIENS	PABP1_HUMAN Polyadenylate-binding protein 1
negative_strep	JKIP34-2	[73]		P84090	1	11.5	1.51	3.10E-05	12259.1	HOMO SAPIENS	ERH_HUMAN Enhancer of rudimentary homolog
negative_strep	JKIP34-2	[74]		P43243	1	1.1	1.47	0.001	94624	HOMO SAPIENS	MATR3_HUMAN Matrin-3
negative_strep	JKIP34-2	[75]		Q96CT7	1	4.5	1.35	5.10E-04	25835.4	HOMO SAPIENS	CC124_HUMAN Coiled-coil domain-containing protein 124
negative_strep	JKIP34-2	[76]		P62316	1	8.5	1.29	3.40E-04	13527	HOMO SAPIENS	SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2
negative_strep	JKIP34-2	[77]		P62906	1	3.7	1.18	0.0038	24831.5	HOMO SAPIENS	RL10A_HUMAN 60S ribosomal protein L10a
negative_strep	JKIP34-2	[78]		Q86Y46	1	1.7	1.14	0.0044	58923.8	HOMO SAPIENS	K2C73_HUMAN Keratin, type II cytoskeletal 73
negative_strep	JKIP34-2	[79]		P61254	1	5.5	1.12	0.0051	17258.4	HOMO SAPIENS	RL26_HUMAN 60S ribosomal protein L26
negative_strep	JKIP34-2	[80]		decoy	1	2.6	1.09	0.0069	104042.5	HOMO SAPIENS	M3K14_HUMAN Mitogen-activated protein kinase kinase kinase 14
negative_strep	JKIP34-2	[81]		Q6IF42	1	11	1.09	0.0097	35820.4	HOMO SAPIENS	OR2A2_HUMAN Olfactory receptor 2A2
negative_strep	JKIP34-2	[82]		P62841	1	13.1	1.08	7.70E-04	17040.3	HOMO SAPIENS	RS15_HUMAN 40S ribosomal protein S15
negative_strep	JKIP34-2	[83]		O43933	2	0.7	0.66	0.0053	142868.2	HOMO SAPIENS	PEX1_HUMAN Peroxisome biogenesis factor 1
negative_strep	JKIP34-2	[84]		P19623	1	4.6	1.05	0.0033	33825	HOMO SAPIENS	SPEE_HUMAN Spermidine synthase
negative_strep	JKIP34-2	[85]		P39023	1	3	1.05	3.40E-04	46109.3	HOMO SAPIENS	RL3_HUMAN 60S ribosomal protein L3
negative_strep	JKIP34-2	[86]		Q08211	1	0.7	1.01	0.0054	140959.7	HOMO SAPIENS	DHX9_HUMAN ATP-dependent RNA helicase A
negative_strep	JKIP34-2	[87]		decoy	1	0.5	0.99	0.0019	163808.2	HOMO SAPIENS	CO4A6_HUMAN Collagen alpha-6(IV) chain
negative_strep	JKIP34-2	[88]		O75607	1	9.6	0.79	0.001	19343.9	HOMO SAPIENS	NPM3_HUMAN Nucleoplasmin-3
negative_strep	JKIP34-2	[89]		decoy	1	4.5	0.78	0.0076	20893.1	HOMO SAPIENS	DYDC1_HUMAN DPY30 domain-containing protein 1
negative_strep	JKIP34-2	[90]		P62750	1	8.3	0.75	0.0011	17695.2	HOMO SAPIENS	RL23A_HUMAN 60S ribosomal protein L23a
negative_strep	JKIP34-2	[91]		P17655	1	1.4	0.74	0.0038	79996	HOMO SAPIENS	CAN2_HUMAN Calpain-2 catalytic subunit
negative_strep	JKIP34-2	[92]		Q9NVC3	1	2.6	0.73	0.002	49966.2	HOMO SAPIENS	S38A7_HUMAN Putative sodium-coupled neutral amino acid transporter 7
negative_strep	JKIP34-2	[93]		P62829	1	7.1	0.71	0.0065	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23
negative_strep	JKIP34-2	[94]		P42677	1	9.5	0.7	0.0067	9461.2	HOMO SAPIENS	RS27_HUMAN 40S ribosomal protein S27
negative_strep	JKIP34-2	[95]		P10412	1	5	0.67	0.003	21865.4	HOMO SAPIENS	H14_HUMAN Histone H1.4
negative_strep	JKIP34-2	[96]		P27635	1	4.2	0.62	0.0086	24604.1	HOMO SAPIENS	RL10_HUMAN 60S ribosomal protein L10
negative_strep	JKIP34-2	[97]		Q9NZI8	2	4.7	0.36	0.0093	63481.1	HOMO SAPIENS	IF2B1_HUMAN Insulin-like growth factor 2 mRNA-binding protein 1
negative_strep	JKIP34-2	[98]		P23246	1	1.1	0.53	0.0019	76150	HOMO SAPIENS	SFPQ_HUMAN Splicing factor, proline- and glutamine-rich
negative_strep	JKIP34-2	[99]		P62249	1	4.8	0.46	0.0018	16445.5	HOMO SAPIENS	RS16_HUMAN 40S ribosomal protein S16
negative_strep	JKIP34-2	[100]		P0CG47	1	7	0.4	0.0039	25761.8	HOMO SAPIENS	UBB_HUMAN Polyubiquitin-B
negative_strep	JKIP34-2	[101]		P62081	1	6.2	0.39	0.0045	22127	HOMO SAPIENS	RS7_HUMAN 40S ribosomal protein S7
negative_strep	JKIP34-2	[102]		P62851	2	13.6	0.2	0.0052	13742.2	HOMO SAPIENS	RS25_HUMAN 40S ribosomal protein S25
negative_strep	JKIP34-2	[103]		Q8NEJ0	1	6.9	0.07	0.0073	21066.7	HOMO SAPIENS	DUS18_HUMAN Dual specificity protein phosphatase 18
negative_strep	JKIP34-2	[104]		Q8WXH0	1	0.2	0.06	0.0068	796449.3	HOMO SAPIENS	SYNE2_HUMAN Nesprin-2
negative_strep	JKIP34-4	[1]		Q13085	84	39	6.09	1.20E-09	265556.2	HOMO SAPIENS	ACACA_HUMAN Acetyl-CoA carboxylase 1
negative_strep	JKIP34-4	[1-1]	1	O00763	13	5.8	4.53	8.90E-08	276543.4	HOMO SAPIENS	ACACB_HUMAN Acetyl-CoA carboxylase 2
negative_strep	JKIP34-4	[2]		Q9HCC0	35	64.7	7.66	6.40E-12	61333.7	HOMO SAPIENS	MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial
negative_strep	JKIP34-4	[3]		P11498	34	34.6	5.31	1.70E-08	129634.7	HOMO SAPIENS	PYC_HUMAN Pyruvate carboxylase, mitochondrial
negative_strep	JKIP34-4	[4]		Q96RQ3	31	49.9	5.31	1.60E-09	80473.8	HOMO SAPIENS	MCCA_HUMAN Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial
negative_strep	JKIP34-4	[5]		Q8WWM7	19	23.7	4.42	9.50E-08	113374.5	HOMO SAPIENS	ATX2L_HUMAN Ataxin-2-like protein
negative_strep	JKIP34-4	[6]		P05166	19	46.8	4.2	2.20E-07	58216.2	HOMO SAPIENS	PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial
negative_strep	JKIP34-4	[7]		P52272	18	26.7	4.31	1.10E-07	77516.4	HOMO SAPIENS	HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M
negative_strep	JKIP34-4	[8]		P05165	16	28.6	4.49	1.80E-08	80059.7	HOMO SAPIENS	PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial
negative_strep	JKIP34-4	[9]		P38646	14	29.3	3.34	5.30E-07	73681.1	HOMO SAPIENS	GRP75_HUMAN Stress-70 protein, mitochondrial
negative_strep	JKIP34-4	[10]		P08107	8	15.4	4.48	5.30E-08	70052.8	HOMO SAPIENS	HSP71_HUMAN Heat shock 70 kDa protein 1A/1B
negative_strep	JKIP34-4	[10-1]	7	P11142	9	19.5	4.17	6.10E-08	70898.7	HOMO SAPIENS	HSP7C_HUMAN Heat shock cognate 71 kDa protein
negative_strep	JKIP34-4	[10-2]	1	P54652	3	5.3	2.97	4.10E-05	70021.5	HOMO SAPIENS	HSP72_HUMAN Heat shock-related 70 kDa protein 2
negative_strep	JKIP34-4	[11]		Q9HAV7	7	36.4	4.75	5.00E-08	24279.3	HOMO SAPIENS	GRPE1_HUMAN GrpE protein homolog 1, mitochondrial
negative_strep	JKIP34-4	[12]		P04264	9	14.1	4.07	1.10E-07	66039.2	HOMO SAPIENS	K2C1_HUMAN Keratin, type II cytoskeletal 1
negative_strep	JKIP34-4	[12-1]	1	P35908	2	3.8	2.68	1.50E-05	65433.4	HOMO SAPIENS	K22E_HUMAN Keratin, type II cytoskeletal 2 epidermal
negative_strep	JKIP34-4	[13]		O60814	7	34.9	4.67	1.40E-08	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K
negative_strep	JKIP34-4	[13-1]	-1	P57053	7	34.9	4.67	1.40E-08	13944.3	HOMO SAPIENS	H2BFS_HUMAN Histone H2B type F-S
negative_strep	JKIP34-4	[13-2]	-1	P58876	7	34.9	4.67	1.40E-08	13936.3	HOMO SAPIENS	H2B1D_HUMAN Histone H2B type 1-D
negative_strep	JKIP34-4	[13-3]	-1	P62807	7	34.9	4.67	1.40E-08	13906.3	HOMO SAPIENS	H2B1C_HUMAN Histone H2B type 1-C/E/F/G/I
negative_strep	JKIP34-4	[13-4]	-1	Q5QNW6	7	34.9	4.67	1.40E-08	13920.3	HOMO SAPIENS	H2B2F_HUMAN Histone H2B type 2-F
negative_strep	JKIP34-4	[13-5]	-1	Q93079	7	34.9	4.67	1.40E-08	13892.2	HOMO SAPIENS	H2B1H_HUMAN Histone H2B type 1-H
negative_strep	JKIP34-4	[13-6]	-1	Q99877	7	34.9	4.67	1.40E-08	13922.3	HOMO SAPIENS	H2B1N_HUMAN Histone H2B type 1-N
negative_strep	JKIP34-4	[13-7]	-1	Q99879	7	34.9	4.67	1.40E-08	13989.4	HOMO SAPIENS	H2B1M_HUMAN Histone H2B type 1-M
negative_strep	JKIP34-4	[13-8]	-1	Q99880	7	34.9	4.67	1.40E-08	13952.3	HOMO SAPIENS	H2B1L_HUMAN Histone H2B type 1-L
negative_strep	JKIP34-4	[13-9]	-1	P06899	6	27.8	4.67	1.40E-08	13904.3	HOMO SAPIENS	H2B1J_HUMAN Histone H2B type 1-J
negative_strep	JKIP34-4	[13-10]	-1	P23527	6	27.8	4.67	1.40E-08	13906.3	HOMO SAPIENS	H2B1O_HUMAN Histone H2B type 1-O
negative_strep	JKIP34-4	[13-11]	-1	P33778	6	27.8	4.67	1.40E-08	13950.3	HOMO SAPIENS	H2B1B_HUMAN Histone H2B type 1-B
negative_strep	JKIP34-4	[13-12]	-1	Q16778	6	27.8	4.67	1.40E-08	13920.3	HOMO SAPIENS	H2B2E_HUMAN Histone H2B type 2-E
negative_strep	JKIP34-4	[13-13]	-1	Q8N257	6	27.8	4.67	1.40E-08	13908.2	HOMO SAPIENS	H2B3B_HUMAN Histone H2B type 3-B
negative_strep	JKIP34-4	[14]		P06748	6	18.4	5.48	1.30E-09	32575.3	HOMO SAPIENS	NPM_HUMAN Nucleophosmin
negative_strep	JKIP34-4	[15]		P19338	9	15.4	2.77	2.10E-05	76615	HOMO SAPIENS	NUCL_HUMAN Nucleolin
negative_strep	JKIP34-4	[16]		P05141	5	12.8	3.85	2.10E-07	32852.5	HOMO SAPIENS	ADT2_HUMAN ADP/ATP translocase 2
