Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q66282	POLG_CXB3W	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Coxsackievirus B3 (strain Woodruff)	2185
Q86887	POLG_CXB4E	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Coxsackievirus B4 (strain E2)	2183
P08292	POLG_CXB4J	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Coxsackievirus B4 (strain JVB / Benschoten / New York/51)	2183
Q03053	POLG_CXB5P	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Coxsackievirus B5 (strain Peterborough / 1954/UK/85)	2185
Q9QL88	POLG_CXB6S	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Coxsackievirus B6 (strain Schmitt)	2184
O91734	POLG_EC01F	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 1 (strain Human/Egypt/Farouk/1951) (E-1)	2184
Q9YLJ1	POLG_EC05N	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 5 (strain Noyce)	2196
Q66474	POLG_EC06C	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 6 (strain Charles)	2191
Q66577	POLG_EC09B	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 9 (strain Barty)	2203
Q66849	POLG_EC09H	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 9 (strain Hill)	2193
P29813	POLG_EC11G	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 11 (strain Gregory)	2195
Q66575	POLG_EC12T	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 12 (strain Travis)	2193
Q66790	POLG_EC16H	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29)] (Fragment)		Echovirus 16 (strain Harrington)	862
Q9WN78	POLG_EC30B	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Echovirus 30 (strain Bastianni)	2194
P08490	POLG_ECHO9	reviewed	Genome polyprotein [Cleaved into: Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C)] (Fragment)		Echo 9 virus (EV-9) (Coxsackievirus A23)	205
P32537	POLG_HE701	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human enterovirus 70 (strain J670/71) (EV 70)	2194
Q66478	POLG_HE71B	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human enterovirus 71 (strain BrCr) (Ev 71)	2193
Q66479	POLG_HE71M	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human enterovirus 71 (strain 7423/MS/87) (Ev 71)	2193
P03303	POLG_HRV14	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human rhinovirus 14 (HRV-14)	2179
Q82122	POLG_HRV16	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human rhinovirus 16 (HRV-16)	2153
P23008	POLG_HRV1A	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (Virion protein 1)] (Fragments)		Human rhinovirus 1A (HRV-1A)	833
P12916	POLG_HRV1B	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human rhinovirus 1B (HRV-1B)	2157
P04936	POLG_HRV2	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human rhinovirus 2 (HRV-2)	2150
Q82081	POLG_HRV3	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (Virion protein 1)] (Fragment)		Human rhinovirus 3 (HRV-3)	855
P07210	POLG_HRV8A	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)	2164
O41174	POLG_PEV9U	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Porcine enterovirus 9 (strain UKG/410/73)	2168
P03300	POLG_POL1M	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Poliovirus type 1 (strain Mahoney)	2209
P03301	POLG_POL1S	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Poliovirus type 1 (strain Sabin)	2209
