Entry	Entry name	Status	Protein names	Gene names	Organism	Length
C0NRX4	MTAP_AJECG	reviewed	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	HCBG_05904	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	313
C0P108	MTNA_AJECG	reviewed	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	MRI1 HCBG_09088	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	392
C0NN25	MTNB_AJECG	reviewed	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	MDE1 HCBG_04152	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	240
C0NZU2	MTND_AJECG	reviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	ADI1 HCBG_08672	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	176
C0NZ35	MZM1_AJECG	reviewed	Mitochondrial zinc maintenance protein 1, mitochondrial	MZM1 HCBG_08415	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	153
C0NFV9	NNRD_AJECG	reviewed	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)	HCBG_01775	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	368
C0NNH7	NNRE_AJECG	reviewed	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	HCBG_04707	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	237
C0NAB3	P20D1_AJECG	reviewed	Probable carboxypeptidase HCBG_00059 (EC 3.4.17.-) (Peptidase M20 domain-containing protein HCBG_00059)	HCBG_00059	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	437
C0NL18	PURA_AJECG	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	HCBG_03848	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	422
C0NUL6	RCF1_AJECG	reviewed	Respiratory supercomplex factor 1, mitochondrial	RCF1 AIM31 HCBG_07047	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	145
C0NZV4	RRP36_AJECG	reviewed	rRNA biogenesis protein RRP36 (Ribosomal RNA-processing protein 36)	RRP36 HCBG_08685	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	345
C0P0F6	RS3A_AJECG	reviewed	40S ribosomal protein S1	RPS1 HCBG_08875	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	255
C0NKW7	RSSA_AJECG	reviewed	40S ribosomal protein S0	RPS0 HCBG_03797	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	296
C0NN85	RU1C_AJECG	reviewed	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	HCBG_04212	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	242
C0NKT8	SEC11_AJECG	reviewed	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Signal peptidase I)	SEC11 HCBG_03768	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	187
C0NJ57	SEY1_AJECG	reviewed	Protein SEY1 (EC 3.6.5.-)	SEY1 HCBG_03187	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	873
C0NTM8	SLX1_AJECG	reviewed	Structure-specific endonuclease subunit SLX1 (EC 3.6.1.-)	SLX1 HCBG_06508	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	421
C0NBH5	SLX4_AJECG	reviewed	Structure-specific endonuclease subunit SLX4	SLX4 HCBG_00471	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	843
C0NIT8	STS1_AJECG	reviewed	Tethering factor for nuclear proteasome STS1	STS1 HCBG_02345	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	312
C0NSF3	THI4_AJECG	reviewed	Thiamine thiazole synthase (Thiazole biosynthetic enzyme)	HCBG_06083	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	334
C0NUP2	TRM5_AJECG	reviewed	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	TRM5 HCBG_06656	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	483
C0NQU6	UTP25_AJECG	reviewed	U3 small nucleolar RNA-associated protein 25 (U3 snoRNA-associated protein 25) (U three protein 25)	UTP25 HCBG_05376	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	716
C0NKP8	VPS10_AJECG	reviewed	Vacuolar protein sorting/targeting protein 10 (Carboxypeptidase Y receptor) (CPY receptor) (Sortilin VPS10) (Vacuolar carboxypeptidase sorting receptor VPS10)	VPS10 HCBG_03728	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1497
C0NJX1	C0NJX1_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03451 HCBG_03501	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1999
C0NJX2	C0NJX2_AJECG	unreviewed	Acetyl-coenzyme A synthetase	HCBG_03452 HCBG_03502	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	669
C0NJZ3	C0NJZ3_AJECG	unreviewed	FAD dependent oxidoreductase	HCBG_03473 HCBG_03523	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	525
C0NJZ8	C0NJZ8_AJECG	unreviewed	4-hydroxyphenylpyruvate dioxygenase	HCBG_03478 HCBG_03529	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	428
C0NJX4	C0NJX4_AJECG	unreviewed	C2 domain-containing protein	HCBG_03454 HCBG_03504	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1237
C0NJY6	C0NJY6_AJECG	unreviewed	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	HCBG_03466 HCBG_03516	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	323
C0NJY7	C0NJY7_AJECG	unreviewed	HECT domain-containing protein	HCBG_03467 HCBG_03517	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	4084
C0NJX8	C0NJX8_AJECG	unreviewed	Aminotransferase class I and II	HCBG_03458 HCBG_03508	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	461
C0NJW6	C0NJW6_AJECG	unreviewed	DlpA domain-containing protein	HCBG_03446 HCBG_03495	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	242
C0NJX7	C0NJX7_AJECG	unreviewed	DNA replication ATPase	HCBG_03457 HCBG_03507	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	547
C0NJY0	C0NJY0_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03460 HCBG_03510	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	457
C0NJY9	C0NJY9_AJECG	unreviewed	Steroid alpha reductase	HCBG_03469 HCBG_03519	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	314
C0NJZ9	C0NJZ9_AJECG	unreviewed	GTPase activating protein GYP5 (GTPase-activating protein GYP5)	HCBG_03479 HCBG_03530	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	888
C0NK01	C0NK01_AJECG	unreviewed	WD domain-containing protein	HCBG_03481 HCBG_03532	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	891
C0NK09	C0NK09_AJECG	unreviewed	Cell differentiation protein rcd1	HCBG_03489 HCBG_03539	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	424
C0NK11	C0NK11_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03491 HCBG_03541	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	619
C0NJW5	C0NJW5_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03445 HCBG_03494	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	86
C0NJZ7	C0NJZ7_AJECG	unreviewed	Histone acetylase complex subunit	HCBG_03477 HCBG_03528	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	331
C0NJW8	C0NJW8_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03448 HCBG_03497	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	213
C0NJX0	C0NJX0_AJECG	unreviewed	NADH-ubiquinone oxidoreductase	HCBG_03450 HCBG_03500	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	512
C0NJY4	C0NJY4_AJECG	unreviewed	HMG-box transcription factor	HCBG_03464 HCBG_03514	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	659
C0NJY5	C0NJY5_AJECG	unreviewed	40S ribosomal protein S6	HCBG_03465 HCBG_03515	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	237
C0NK06	C0NK06_AJECG	unreviewed	PSF1 domain-containing protein	HCBG_03486 HCBG_03537	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	181
C0NJW7	C0NJW7_AJECG	unreviewed	3-ketoacyl-coA thiolase peroxisomal A	HCBG_03447 HCBG_03496	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	417
C0NJX5	C0NJX5_AJECG	unreviewed	Protein kinase	HCBG_03455 HCBG_03505	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	135
C0NJY3	C0NJY3_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03463 HCBG_03513	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1209
C0NJZ0	C0NJZ0_AJECG	unreviewed	Alpha-1,2-galactosyltransferase	HCBG_03470 HCBG_03520	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	325
C0NJZ2	C0NJZ2_AJECG	unreviewed	RuvB-like helicase 1	HCBG_03472 HCBG_03522	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	459
C0NJW4	C0NJW4_AJECG	unreviewed	Histone acetyltransferase mst2	HCBG_03444 HCBG_03493	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1079
C0NJX9	C0NJX9_AJECG	unreviewed	KH domain-containing protein	HCBG_03459 HCBG_03509	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	551
C0NJY2	C0NJY2_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03462 HCBG_03512	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	664
C0NK00	C0NK00_AJECG	unreviewed	Prenyltransferase alpha subunit repeat protein (RAB-protein geranylgeranyltransferase)	HCBG_03480 HCBG_03531	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	360
C0NK07	C0NK07_AJECG	unreviewed	HMG box protein	HCBG_03487 HCBG_03538	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	487
C0NK10	C0NK10_AJECG	unreviewed	Translation machinery-associated protein	HCBG_03490 HCBG_03540	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	597
C0NJZ1	C0NJZ1_AJECG	unreviewed	50S ribosomal protein L24	HCBG_03471 HCBG_03521	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	187
C0NJW3	C0NJW3_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03443 HCBG_03492	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	899
C0NJX3	C0NJX3_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03453 HCBG_03503	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	283
