Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O90387	O90387_HHV8	unreviewed	G-protein coupled receptor (IL-8 receptor-like protein)	ORF74	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	342
Q76RG4	Q76RG4_HHV8	unreviewed	Core gene UL49A family protein (Envelope glycoprotein gN) (ORF 53) (ORF53)	ORF53	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	110
Q76TK5	Q76TK5_HHV8	unreviewed	Gene 23 protein (ORF 23) (ORF23 protein)	ORF23	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	404
Q77ZG5	Q77ZG5_HHV8	unreviewed	Core gene UL42 family protein (ORF 59) (ORF59)	ORF59	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	396
E5LBV4	E5LBV4_HHV8	unreviewed	ORF31 protein	ORF31	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	194
E5LBT9	E5LBT9_HHV8	unreviewed	Core gene UL26 family protein	ORF17	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	534
E5LBX2	E5LBX2_HHV8	unreviewed	ORF49 protein	ORF49	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	302
E5LBX7	E5LBX7_HHV8	unreviewed	Core gene UL50 family protein	ORF54	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	295
E5LBZ2	E5LBZ2_HHV8	unreviewed	Core gene UL35 family protein	ORF65	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	170
E5LC00	E5LC00_HHV8	unreviewed	ORF72 protein	ORF72	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	257
Q805P8	Q805P8_HHV8	unreviewed	K1 glycoprotein		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	272
Q9DGV8	Q9DGV8_HHV8	unreviewed	K1 protein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	284
Q9IC90	Q9IC90_HHV8	unreviewed	K1 glycoprotein		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	290
Q9DGW0	Q9DGW0_HHV8	unreviewed	K1 protein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	284
Q0GZU4	Q0GZU4_HHV8	unreviewed	K1 glycoprotein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	284
Q805H3	Q805H3_HHV8	unreviewed	K1 glycoprotein		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	289
D0UZS0	D0UZS0_HHV8	unreviewed	Core gene UL54 family protein (ORF57)	ORF57	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	455
O40913	O40913_HHV8	unreviewed	Core gene UL29 family protein (ORF 06) (ORF6)	ORF6	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	1132
D2XQF2	D2XQF2_HHV8	unreviewed	Core gene UL32 family protein (ORF68)	ORF68	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	467
E5LBS5	E5LBS5_HHV8	unreviewed	DNA polymerase (EC 2.7.7.7)	ORF9	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	1012
E5LBU8	E5LBU8_HHV8	unreviewed	Core gene UL19 family protein	ORF25	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	1376
D3JNC0	D3JNC0_HHV8	unreviewed	K12 protein (Kaposin)	K12	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	60
O40921	O40921_HHV8	unreviewed	K4.2 (K4.2 protein) (ORF K4.2)	KIE-3 K4.2	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	182
Q76RF5	Q76RF5_HHV8	unreviewed	Core gene UL37 family protein (ORF 63)	ORF63	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	928
Q77UV1	Q77UV1_HHV8	unreviewed	K8 gamma (ORF K8)	KIE-1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	239
F5HE15	F5HE15_HHV8	unreviewed	Core gene UL26.5 family protein (ORF17.5)	ORF17.5	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	288
O36551	O36551_HHV8	unreviewed	Glycoprotein K8.1 (Glycoprotein K8.1A) (Glycoprotein gp35/37) (K8.1) (K8.1 protein)	K8.1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	228
Q76RH8	Q76RH8_HHV8	unreviewed	Core gene UL17 family protein (ORF 32)	ORF32	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	454
Q77UU3	Q77UU3_HHV8	unreviewed	Core gene UL27 family protein (Envelope glycoprotein gB) (Glycoprotein B) (Glycoprotein B-like)	ORF8	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	845
E5LBT0	E5LBT0_HHV8	unreviewed	E3 ubiquitin ligase	K3	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	322
F5HFG5	F5HFG5_HHV8	unreviewed	Membrane protein (ORF4)	ORF4	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	550
Q98140	Q98140_HHV8	unreviewed	Gene 24 protein (ORF24 protein)	ORF24	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	752
O40914	O40914_HHV8	unreviewed	Core gene UL28 family protein (ORF 7) (ORF7)	ORF7	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	695
Q76RH3	Q76RH3_HHV8	unreviewed	Core gene UL11 family protein (ORF 38) (ORF38)	ORF38	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	61
Q76RI2	Q76RI2_HHV8	unreviewed	ORF 28 (ORF28) (ORF28 protein)	ORF28	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	102
E5LBX3	E5LBX3_HHV8	unreviewed	K8 protein	K8	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	286
Q0GZU3	Q0GZU3_HHV8	unreviewed	K1 glycoprotein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	284
Q2HRD5	Q2HRD5_HHV8P	unreviewed	K1	K1	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	279
Q2HR82	Q2HR82_HHV8P	unreviewed	K8	K8	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	286
Q9E611	Q9E611_HHV8	unreviewed	DNA polymerase (Fragment)	pol	Gorilla rhadinovirus 1	158
Q9E613	Q9E613_HHV8	unreviewed	DNA polymerase (Fragment)	pol	Pan troglodytes rhadinovirus 1b	158
Q9E612	Q9E612_HHV8	unreviewed	DNA polymerase (Fragment)	pol	Pan troglodytes rhadinovirus 1b	158
Q9E614	Q9E614_HHV8	unreviewed	DNA polymerase (Fragment)	pol	Pan troglodytes rhadinovirus 1a	158
Q9E615	Q9E615_HHV8	unreviewed	DNA polymerase (Fragment)	pol	Pan troglodytes rhadinovirus 1a	158
A1XYV9	A1XYV9_HHV8	unreviewed	Latency-associated nuclear antigen		Retroperitoneal fibromatosis-associated herpesvirus	1071
Q2PPZ6	Q2PPZ6_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PPZ8	Q2PPZ8_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PPZ9	Q2PPZ9_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ00	Q2PQ00_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ13	Q2PQ13_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ32	Q2PQ32_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ35	Q2PQ35_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ45	Q2PQ45_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ50	Q2PQ50_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ53	Q2PQ53_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q7T9E7	Q7T9E7_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q80PF7	Q80PF7_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q80PM8	Q80PM8_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q91I12	Q91I12_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q9DSE5	Q9DSE5_HHV8	unreviewed	K1 protein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	284
Q9IC04	Q9IC04_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q9IC16	Q9IC16_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q2PPY9	Q2PPY9_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q2PQ12	Q2PQ12_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q5I638	Q5I638_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	207
Q80IF1	Q80IF1_HHV8	unreviewed	K1 glycoprotein		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	289
Q80PN5	Q80PN5_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q9DSC0	Q9DSC0_HHV8	unreviewed	K1 protein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	289
Q9IC02	Q9IC02_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q9IC30	Q9IC30_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	272
Q2PPZ4	Q2PPZ4_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q58GD0	Q58GD0_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	203
Q5I663	Q5I663_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	202
Q5XUS1	Q5XUS1_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q6U6F5	Q6U6F5_HHV8	unreviewed	K1 protein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	90
Q80PL4	Q80PL4_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q9DSC8	Q9DSC8_HHV8	unreviewed	K1 protein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	284
Q9DSE1	Q9DSE1_HHV8	unreviewed	K1 protein	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	289
Q2PQ09	Q2PQ09_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	166
Q2PQ29	Q2PQ29_HHV8	unreviewed	K1 glycoprotein (Fragment)	K1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	180
Q5XUR8	Q5XUR8_HHV8	unreviewed	K1 glycoprotein (Fragment)		Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q80PG2	Q80PG2_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
Q80PJ8	Q80PJ8_HHV8	unreviewed	Glycoprotein (Fragment)	K1/V1	Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	71
