Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9D103	IFM1_MOUSE	reviewed	Interferon-induced transmembrane protein 1 (Dispanin subfamily A member 2a) (DSPA2a) (Fragilis protein 2) (Mouse ifitm-like protein 2) (Mil-2)	Ifitm1	Mus musculus (Mouse)	106
Q01629	IFM2_HUMAN	reviewed	Interferon-induced transmembrane protein 2 (Dispanin subfamily A member 2c) (DSPA2c) (Interferon-inducible protein 1-8D)	IFITM2	Homo sapiens (Human)	132
Q99J93	IFM2_MOUSE	reviewed	Interferon-induced transmembrane protein 2 (Dispanin subfamily A member 2c) (DSPA2c) (Fragilis protein 3)	Ifitm2	Mus musculus (Mouse)	144
Q01628	IFM3_HUMAN	reviewed	Interferon-induced transmembrane protein 3 (Dispanin subfamily A member 2b) (DSPA2b) (Interferon-inducible protein 1-8U)	IFITM3	Homo sapiens (Human)	133
Q9CQW9	IFM3_MOUSE	reviewed	Interferon-induced transmembrane protein 3 (Dispanin subfamily A member 2b) (DSPA2b) (Fragilis protein) (Interferon-inducible protein 15) (Mouse ifitm-like protein 1) (Mil-1)	Ifitm3	Mus musculus (Mouse)	137
P26376	IFM3_RAT	reviewed	Interferon-induced transmembrane protein 3 (Dispanin subfamily A member 2b) (DSPA2b)	ifitm3	Rattus norvegicus (Rat)	137
Q9UHY1	NRBP_HUMAN	reviewed	Nuclear receptor-binding protein	NRBP1 BCON3 NRBP	Homo sapiens (Human)	535
P00973	OAS1_HUMAN	reviewed	2'-5'-oligoadenylate synthase 1 ((2-5')oligo(A) synthase 1) (2-5A synthase 1) (EC 2.7.7.84) (E18/E16) (p46/p42 OAS)	OAS1 OIAS	Homo sapiens (Human)	400
P29728	OAS2_HUMAN	reviewed	2'-5'-oligoadenylate synthase 2 ((2-5')oligo(A) synthase 2) (2-5A synthase 2) (EC 2.7.7.84) (p69 OAS / p71 OAS) (p69OAS / p71OAS)	OAS2	Homo sapiens (Human)	719
Q9Y6K5	OAS3_HUMAN	reviewed	2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3) (EC 2.7.7.84) (p100 OAS) (p100OAS)	OAS3 P/OKcl.4	Homo sapiens (Human)	1087
P27912	POLG_DEN1A	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1)] (Fragment)		Dengue virus type 1 (strain Thailand/AHF 82-80/1980) (DENV-1)	792
P27909	POLG_DEN1B	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 1 (strain Brazil/97-11/1997) (DENV-1)	3392
P27913	POLG_DEN1C	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1)] (Fragment)		Dengue virus type 1 (strain Jamaica/CV1636/1977) (DENV-1)	791
P33478	POLG_DEN1S	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 1 (strain Singapore/S275/1990) (DENV-1)	3396
P17763	POLG_DEN1W	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1)	3392
P14338	POLG_DEN22	reviewed	Genome polyprotein [Cleaved into: Envelope protein E] (Fragment)		Dengue virus type 2 (isolate Malaysia M2) (DENV-2)	495
P14339	POLG_DEN23	reviewed	Genome polyprotein [Cleaved into: Envelope protein E] (Fragment)		Dengue virus type 2 (isolate Malaysia M3) (DENV-2)	495
P29990	POLG_DEN26	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	3391
P29991	POLG_DEN27	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain 16681-PDK53) (DENV-2)	3391
P14337	POLG_DEN28	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (isolate Thailand/0168/1979) (DENV-2)	3391
P30026	POLG_DEN2D	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1)] (Fragment)		Dengue virus type 2 (strain China/D2-04) (DENV-2)	1127
P29984	POLG_DEN2H	reviewed	Genome polyprotein [Cleaved into: Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1)] (Fragment)		Dengue virus type 2 (strain Thailand/TH-36/1958) (DENV-2)	555
P07564	POLG_DEN2J	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain Jamaica/1409/1983) (DENV-2)	3391
P14340	POLG_DEN2N	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2)	3391
P12823	POLG_DEN2P	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain Puerto Rico/PR159-S1/1969) (DENV-2)	3388
Q9WDA6	POLG_DEN2Q	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain Peru/IQT2913/1996) (DENV-2)	3391
P27914	POLG_DEN2T	reviewed	Genome polyprotein [Cleaved into: Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Non-structural protein 3)] (Fragments)		Dengue virus type 2 (strain Tonga/EKB194/1974) (DENV-2)	1683
P18356	POLG_DEN2U	reviewed	Genome polyprotein [Cleaved into: prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1)] (Fragment)		Dengue virus type 2 (strain Thailand/PUO-218/1980) (DENV-2)	679
Q99D35	POLG_DEN3C	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 3 (strain China/80-2/1980) (DENV-3)	3390
Q5UB51	POLG_DEN3I	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 3 (strain Singapore/8120/1995) (DENV-3)	3390
Q6YMS3	POLG_DEN3M	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]	pol	Dengue virus type 3 (strain Martinique/1243/1999) (DENV-3)	3390
P27915	POLG_DEN3P	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 3 (strain Philippines/H87/1956) (DENV-3)	3390
Q6YMS4	POLG_DEN3S	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]	pol	Dengue virus type 3 (strain Sri Lanka/1266/2000) (DENV-3)	3390
P09866	POLG_DEN4D	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Dominica/814669/1981) (DENV-4)	3387
Q2YHF2	POLG_DEN4H	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha; Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Thailand/0476/1997) (DENV-4)	3387
Q58HT7	POLG_DEN4P	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha; Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)	3387
Q5UCB8	POLG_DEN4S	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha; Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Singapore/8976/1995) (DENV-4)	3387
Q2YHF0	POLG_DEN4T	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha; Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Thailand/0348/1991) (DENV-4)	3387
P07720	POLG_TBEVS	reviewed	Genome polyprotein [Cleaved into: Peptide 2k; Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Tick-borne encephalitis virus Far Eastern subtype (strain Sofjin) (SOFV) (Sofjin virus)	3412
P06935	POLG_WNV	reviewed	Genome polyprotein [Cleaved into: Peptide 2k; Capsid protein C (Core protein); prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]		West Nile virus (WNV)	3430
Q9NB51	RS29_CULQU	reviewed	40S ribosomal protein S29	RpS29 CPIJ009519	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	56
Q2HJF9	RSAD2_BOVIN	reviewed	Radical S-adenosyl methionine domain-containing protein 2 (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)	RSAD2	Bos taurus (Bovine)	363
Q8WXG1	RSAD2_HUMAN	reviewed	Radical S-adenosyl methionine domain-containing protein 2 (Cytomegalovirus-induced gene 5 protein) (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)	RSAD2 CIG5	Homo sapiens (Human)	361
Q8CBB9	RSAD2_MOUSE	reviewed	Radical S-adenosyl methionine domain-containing protein 2 (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)	Rsad2 Vig1	Mus musculus (Mouse)	362
Q9MZU4	RSAD2_PIG	reviewed	Radical S-adenosyl methionine domain-containing protein 2 (Inflammatory response gene 6 protein) (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)	RSAD2 CIG6 IRG6	Sus scrofa (Pig)	362
Q5RCW8	RSAD2_PONAB	reviewed	Radical S-adenosyl methionine domain-containing protein 2 (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)	RSAD2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	361
O70600	RSAD2_RAT	reviewed	Radical S-adenosyl methionine domain-containing protein 2 (Bone-expressed sequence tag 5 protein) (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)	Rsad2 Best5	Rattus norvegicus (Rat)	360
Q4GWZ2	RSSA_PIG	reviewed	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	RPSA LAMR1	Sus scrofa (Pig)	295
P52630	STAT2_HUMAN	reviewed	Signal transducer and activator of transcription 2 (p113)	STAT2	Homo sapiens (Human)	851
